           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854         0.0065071409         0.7547432723 
        0.0050000000         0.4521482759         1.2181965884         0.1393059346         0.7515405967 
        0.0100000000         0.9028510790         1.2156476369         0.0729065378         0.7611486235 
        0.0150000000         1.3506675577         1.2054518309        -0.1926910497         0.7451352455 
        0.0200000000         1.7941660876         1.2130986854         0.0065071409         0.7515405967 
        0.0250000000         2.2319288483         1.2207455399         0.2057053315         0.7611486235 
        0.0300016000         2.6626928672         1.2207455399         0.2057053315         0.7643512991 
        0.0350000000         3.0846719382         1.2130986854         0.0065071409         0.7547432723 
        0.0400000000         3.4969261332         1.2385882003         0.6705011096         0.7579459479 
        0.0450000000         3.8980010058         1.3099588419         2.5296842219         0.7675539747 
        0.0500038000         4.2869046496         1.2615287636         1.2680956814         0.7771620015 
        0.0550000000         4.6615238373         1.2870182785         1.9320896501         0.7867700283 
        0.0600000000         5.0215308903         1.2946651330         2.1312878407         0.7867700283 
        0.0650000000         5.3654846123         1.2819203755         1.7992908564         0.7931753795 
        0.0700000000         5.6922854177         1.3176056963         2.7288824125         0.8123914332 
        0.0750001000         6.0008945397         1.2819203755         1.7992908564         0.8155941088 
        0.0800000000         6.2903074571         1.3074098904         2.4632848251         0.8348101624 
        0.0850000000         6.5596168746         1.3201546478         2.7952818094         0.8444181892 
        0.0900001000         6.8079606054         1.3328994052         3.1272787938         0.8700395940 
        0.0950000000         7.0345304815         1.3176056963         2.7288824125         0.8828502964 
        0.1000000000         7.2386164197         1.3379973082         3.2600775875         0.8988636745 
        0.1050000000         7.4195612267         1.3227035993         2.8616812063         0.8988636745 
        0.1100000000         7.5767864400         1.3558399686         3.7248733656         0.9276877549 
        0.1150026000         7.7098522097         1.3379973082         3.2600775875         0.9372957817 
        0.1200000000         7.8181449885         1.3456441627         3.4592757781         0.9533091597 
        0.1250000000         7.9015067248         1.3558399686         3.7248733656         0.9693225377 
        0.1300000000         7.9596081359         1.3507420656         3.5920745718         0.9789305646 
        0.1350000000         7.9922634774         1.3660357746         3.9904709531         1.0077546450 
        0.1400000000         7.9993683536         1.3609378716         3.8576721593         1.0333760498 
        0.1450000000         7.9809000509         1.3762315805         4.2560685405         1.0525921034 
        0.1500000000         7.9369176105         1.3583889201         3.7912727624         1.0686054815 
        0.1550000000         7.8675616400         1.3940742409         4.7208643186         1.0974295619 
        0.1600000000         7.7730538633         1.3736826290         4.1896691437         1.1102402643 
        0.1650000000         7.6536964125         1.3838784350         4.4552667311         1.1326589935 
        0.1700000000         7.5098708612         1.3838784350         4.4552667311         1.1518750472 
        0.1750000000         7.3420370055         1.3915252894         4.6544649217         1.1774964520 
        0.1800001000         7.1507273363         1.3864273864         4.5216661280         1.1935098300 
        0.1850000000         6.9365656093         1.3558399686         3.7248733656         1.2127258836 
        0.1900000000         6.7002243203         1.3966231924         4.7872637155         1.2351446129 
        0.1950000000         6.4424630857         1.3813294835         4.3888673343         1.2639686933 
        0.2000001000         6.1641001757         1.3966231924         4.7872637155         1.2927927737 
        0.2050000000         5.8660427698         1.3762315805         4.2560685405         1.3088061517 
        0.2100001000         5.5492199292         1.3864273864         4.5216661280         1.3248195298 
        0.2150001000         5.2146629418         1.3864273864         4.5216661280         1.3536436102 
        0.2200000000         4.8634423816         1.3966231924         4.7872637155         1.3792650150 
        0.2250000000         4.4966670228         1.3762315805         4.2560685405         1.4016837443 
        0.2300000000         4.1155162703         1.3838784350         4.4552667311         1.4305078247 
        0.2350000000         3.7212086246         1.3711336775         4.1232697468         1.4433185271 
        0.2400001000         3.3149964134         1.3736826290         4.1896691437         1.4561292295 
        0.2450000000         2.8982029336         1.3558399686         3.7248733656         1.4753452831 
        0.2500000000         2.4721359550         1.3558399686         3.7248733656         1.5041693636 
        0.2550000000         2.0381658055         1.3762315805         4.2560685405         1.5329934440 
        0.2600020000         1.5975025330         1.3354483567         3.1936781906         1.5426014708 
        0.2650000000         1.1520862604         1.3507420656         3.5920745718         1.5682228757 
        0.2700000000         0.7028095724         1.3278015023         2.9944800000         1.5682228757 
        0.2750000000         0.2512860726         1.3354483567         3.1936781906         1.5970469561 
        0.2800000000        -0.2010407635         1.3201546478         2.7952818094         1.5938442805 
        0.2850000000        -0.6527248925         1.2972140844         2.1976872376         1.6066549829 
        0.2900001000        -1.1023312871         1.2895672300         1.9984890470         1.6226683609 
        0.2950000000        -1.5483957444         1.2487840062         0.9360986971         1.6354790633 
        0.3000070000        -1.9901325384         1.2283923943         0.4049035221         1.6450870902 
        0.3050000000        -2.4242821571         1.2105497339        -0.0598922560         1.6322763877 
        0.3100000000        -2.8512950297         1.2156476369         0.0729065378         1.6322763877 
        0.3150000000        -3.2691925979         1.2080007824        -0.1262916528         1.6258710365 
        0.3200000000        -3.6766388850         1.2181965884         0.1393059346         1.6418844145 
        0.3250001000        -4.0723391128         1.2080007824        -0.1262916528         1.6226683609 
        0.3300000000        -4.4550049319         1.1952560250        -0.4582886372         1.6194656853 
        0.3350000000        -4.8234363335         1.1009448200        -2.9150663214         1.6194656853 
        0.3400001000        -5.1764545901         1.1646686072        -1.2550813996         1.6034523073 
        0.3450000000        -5.5129104671         1.1493748983        -1.6534777808         1.5938442805 
        0.3500001000        -5.8317552131         1.1213364319        -2.3838711464         1.5842362537 
        0.3550001000        -6.1319498647         1.1213364319        -2.3838711464         1.5714255513 
        0.3600000000        -6.4125358790         1.1111406260        -2.6494687339         1.5618175245 
        0.3650000000        -6.6726274689         1.1034937715        -2.8486669245         1.5586148488 
        0.3700000000        -6.9113873375         1.1213364319        -2.3838711464         1.5426014708 
        0.3750000000        -7.1280521935         1.1009448200        -2.9150663214         1.5297907684 
        0.3800000000        -7.3219293810         1.1009448200        -2.9150663214         1.5105747148 
        0.3850000000        -7.4923990940         1.0932979656        -3.1142645120         1.5073720392 
        0.3900000000        -7.6389163580         1.1009448200        -2.9150663214         1.4913586612 
        0.3950000000        -7.7610127719         1.0729063537        -3.6454596869         1.4657372563 
        0.4000000000        -7.8582980058         1.1034937715        -2.8486669245         1.4593319051 
        0.4050000000        -7.9304610486         1.0474168388        -4.3094536556         1.4337105003 
        0.4100000000        -7.9772712021         1.0882000626        -3.2470633057         1.4241024735 
        0.4150001000        -7.9985789896         1.0627105477        -3.9110572744         1.4048864199 
        0.4200001000        -7.9943154402         1.0882000626        -3.2470633057         1.3952783931 
        0.4250000000        -7.9644957168         1.0550636933        -4.1102554650         1.3696569882 
        0.4300000000        -7.9092139579         1.0550636933        -4.1102554650         1.3376302322 
        0.4350000000        -7.8286472346         1.0601615963        -3.9774566713         1.3376302322 
        0.4400000000        -7.7230531107         1.0499657903        -4.2430542587         1.2991981249 
        0.4450000000        -7.5927691599         1.0499657903        -4.2430542587         1.2927927737 
        0.4500001000        -7.4382085568         1.0372210329        -4.5750512431         1.2607660177 
        0.4550000000        -7.2598753963         1.0474168388        -4.3094536556         1.2351446129 
        0.4600000000        -7.0583298115         1.0550636933        -4.1102554650         1.2351446129 
        0.4650001000        -6.8342147510         1.0474168388        -4.3094536556         1.1967125056 
        0.4700000000        -6.5882607810         1.0474168388        -4.3094536556         1.1839018032 
        0.4750001000        -6.3212345535         1.0499657903        -4.2430542587         1.1646857496 
        0.4800001000        -6.0340051060         1.0499657903        -4.2430542587         1.1358616691 
        0.4850000000        -5.7274918642         1.0372210329        -4.5750512431         1.1134429399 
        0.4900000000        -5.4026624650         1.0499657903        -4.2430542587         1.1006322375 
        0.4950000000        -5.0605612953         1.0423189359        -4.4422524494         1.0782135083 
        0.5000000000        -4.7022820183         1.0499657903        -4.2430542587         1.0461867522 
        0.5050000000        -4.3289700170         1.0448678873        -4.3758530525         1.0301733742 
        0.5100000000        -3.9418187324         1.0576126448        -4.0438560681         1.0173626718 
        0.5150000000        -3.5420658483         1.0499657903        -4.2430542587         0.9981466182 
        0.5200000000        -3.1309893347         1.0601615963        -3.9774566713         0.9789305646 
        0.5250000000        -2.7099033620         1.0627105477        -3.9110572744         0.9565118353 
        0.5300009000        -2.2800760471         1.0831021596        -3.3798620994         0.9501064841 
        0.5350000000        -1.8431154134         1.0729063537        -3.6454596869         0.9308904305 
        0.5400000000        -1.4001844718         1.0983958685        -2.9814657182         0.9084717013 
        0.5450000000        -0.9527772808         1.0882000626        -3.2470633057         0.9052690257 
        0.5500000000        -0.5023241562         1.0882000626        -3.2470633057         0.8796476208 
        0.5550000000        -0.0502651517         1.0856511111        -3.3134627026         0.8540262160 
        0.5600000000         0.4019545454         1.0983958685        -2.9814657182         0.8444181892 
        0.5651490000         0.8662923874         1.1264343349        -2.2510723527         0.8412155136 
        0.5700001000         1.3011062490         1.1595707042        -1.3878801934         0.8284048112 
        0.5760994000         1.8420843055         1.2130986854         0.0065071409         0.8284048112 
        0.5800001000         2.1836241885         1.2207455399         0.2057053315         0.8187967844 
        0.5850000000         2.6151042372         1.2156476369         0.0729065378         0.8187967844 
        0.5900001000         3.0382411330         1.2080007824        -0.1262916528         0.8219994600 
        0.5950000000         3.4516483654         1.2156476369         0.0729065378         0.8219994600 
        0.6000000000         3.8540293928         1.2130986854         0.0065071409         0.8187967844 
        0.6050000000         4.2440894745         1.2105497339        -0.0598922560         0.8219994600 
        0.6100000000         4.6205816274         1.2487840062         0.9360986971         0.8252021356 
        0.6150000000         4.9823022439         1.3150567448         2.6624830157         0.8348101624 
        0.6200000000         5.3280949395         1.2513329577         1.0024980939         0.8412155136 
        0.6250000000         5.6568542495         1.2895672300         1.9984890470         0.8412155136 
        0.6300000000         5.9675291634         1.2972140844         2.1976872376         0.8604315672 
        0.6350000000         6.2591264846         1.3048609389         2.3968854282         0.8700395940 
        0.6400000000         6.5307140057         1.3150567448         2.6624830157         0.8732422696 
        0.6450000000         6.7814234887         1.3023119874         2.3304860313         0.8988636745 
        0.6500036000         7.0106103516         1.3125077934         2.5960836188         0.9116743769 
        0.6550000000         7.2170716749         1.3456441627         3.4592757781         0.9276877549 
        0.6600000000         7.4006176547         1.3252525508         2.9280806031         0.9340931061 
        0.6650000000         7.5605046014         1.3328994052         3.1272787938         0.9565118353 
        0.6700000000         7.6962213727         1.3379973082         3.2600775875         0.9661198621 
        0.6750000000         7.8073340955         1.3379973082         3.2600775875         0.9821332402 
        0.6800000000         7.8934875537         1.3456441627         3.4592757781         0.9981466182 
        0.6850000000         7.9544063232         1.3430952112         3.3928763812         1.0077546450 
        0.6900000000         7.9898956528         1.3507420656         3.5920745718         1.0237680230 
        0.6950001000         7.9998420300         1.3660357746         3.9904709531         1.0493894278 
        0.7000001000         7.9842132594         1.3634868231         3.9240715562         1.0654028059 
        0.7050001000         7.9430597590         1.3762315805         4.2560685405         1.0942268863 
        0.7100000000         7.8765146762         1.3685847260         4.0568703499         1.1134429399 
        0.7150001000         7.7847860036         1.3762315805         4.2560685405         1.1358616691 
        0.7200000000         7.6681743121         1.3711336775         4.1232697468         1.1550777228 
        0.7250000000         7.5270461516         1.3762315805         4.2560685405         1.1742937764 
        0.7300000000         7.3618547789         1.3787805320         4.3224679374         1.1967125056 
        0.7350000000         7.1731282943         1.3456441627         3.4592757781         1.2095232080 
        0.7400000000         6.9614700374         1.3864273864         4.5216661280         1.2255365860 
        0.7450000000         6.7275566584         1.3634868231         3.9240715562         1.2543606665 
        0.7500000000         6.4721359550         1.3889763379         4.5880655249         1.2767793957 
        0.7550000000         6.1960244816         1.3660357746         3.9904709531         1.2991981249 
        0.7600000000         5.9001049389         1.3915252894         4.6544649217         1.3280222054 
        0.7650000000         5.5853233519         1.3889763379         4.5880655249         1.3472382590 
        0.7700000000         5.2526860460         1.3762315805         4.2560685405         1.3728596638 
        0.7750000000         4.9032564292         1.3940742409         4.7208643186         1.3856703662 
        0.7800000000         4.5381515930         1.3634868231         3.9240715562         1.4080890955 
        0.7850000000         4.1585387410         1.3762315805         4.2560685405         1.4208997979 
        0.7900000000         3.7656314573         1.3685847260         4.0568703499         1.4561292295 
        0.7950000000         3.3606858273         1.3736826290         4.1896691437         1.4689399319 
        0.8000000000         2.9449964215         1.3685847260         4.0568703499         1.4977640124 
        0.8050000000         2.5198921572         1.3532910171         3.6584739687         1.5073720392 
        0.8100000000         2.0867320503         1.3558399686         3.7248733656         1.5169800660 
        0.8150000000         1.6469008702         1.3303504538         3.0608793969         1.5329934440 
        0.8200001000         1.2017957677         1.3456441627         3.4592757781         1.5554121732 
        0.8250001000         0.7528575001         1.3201546478         2.7952818094         1.5714255513 
        0.8300001000         0.3015124198         1.3379973082         3.2600775875         1.5970469561 
        0.8350001000        -0.1507965641         1.3252525508         2.9280806031         1.6098576585 
        0.8400001000        -0.6026234651         1.2972140844         2.1976872376         1.6098576585 
        0.8450016000        -1.0526583786         1.2819203755         1.7992908564         1.6226683609 
        0.8500000000        -1.4990505167         1.2411371518         0.7369005065         1.6290737121 
        0.8550004000        -1.9408289556         1.2232944913         0.2721047284         1.6354790633 
        0.8600000000        -2.3763326526         1.2080007824        -0.1262916528         1.6258710365 
        0.8650000000        -2.8042745615         1.2080007824        -0.1262916528         1.6194656853 
        0.8700000000        -3.2232514857         1.2105497339        -0.0598922560         1.6194656853 
        0.8750000000        -3.6319239979         1.2054518309        -0.1926910497         1.6194656853 
        0.8800000000        -4.0289856131         1.2130986854         0.0065071409         1.6290737121 
        0.8850000000        -4.4131669650         1.1493748983        -1.6534777808         1.6226683609 
        0.8900000000        -4.7832398645         1.1315322379        -2.1182735589         1.6130603341 
        0.8950000000        -5.1380212254         1.1825112676        -0.7902856215         1.6162630097 
        0.9000000000        -5.4763768474         1.1595707042        -1.3878801934         1.5938442805 
        0.9050000000        -5.7972250415         1.1009448200        -2.9150663214         1.5810335781 
        0.9100000000        -6.0995400881         1.1595707042        -1.3878801934         1.5842362537 
        0.9150000000        -6.3823555163         1.1009448200        -2.9150663214         1.5714255513 
        0.9200000000        -6.6447671936         1.1238853834        -2.3174717495         1.5586148488 
        0.9250000000        -6.8859362160         1.1111406260        -2.6494687339         1.5361961196 
        0.9300000000        -7.1050915905         1.1111406260        -2.6494687339         1.5265880928 
        0.9350000000        -7.3015326992         1.1009448200        -2.9150663214         1.5201827416 
        0.9400000000        -7.4746315397         1.1187874804        -2.4502705433         1.5073720392 
        0.9450001000        -7.6238374740         1.0983958685        -2.9814657182         1.4945613368 
        0.9500001000        -7.7486675388         1.0983958685        -2.9814657182         1.4817506344 
        0.9550001000        -7.8487258908         1.0983958685        -2.9814657182         1.4785479588 
