           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2080007824        -0.1262916528         2.8973332512 
        0.0050001000         0.0251332025         1.2105497339        -0.0598922560         2.9165493049 
        0.0100000000         0.0502651517         1.2130986854         0.0065071409         2.9069412781 
        0.0150000000         0.0753971075         1.2130986854         0.0065071409         2.9069412781 
        0.0200001000         0.1005288216         1.2181965884         0.1393059346         2.9165493049 
        0.0250000000         0.1256585385         1.2130986854         0.0065071409         2.9069412781 
        0.0300000000         0.1507875177         1.2130986854         0.0065071409         2.9101439537 
        0.0350001000         0.1759155112         1.2080007824        -0.1262916528         2.8973332512 
        0.0400000000         0.2010407635         1.2181965884         0.1393059346         2.9133466293 
        0.0450000000         0.2261645342         1.2181965884         0.1393059346         2.9133466293 
        0.0500001000         0.2512865750         1.2156476369         0.0729065378         2.9133466293 
        0.0550000000         0.2764051310         1.2130986854         0.0065071409         2.9069412781 
        0.0600000000         0.3015214614         1.2054518309        -0.1926910497         2.8941305756 
        0.0650001000         0.3266353180         1.2105497339        -0.0598922560         2.9069412781 
        0.0700000000         0.3517449465         1.2130986854         0.0065071409         2.9165493049 
        0.0750000000         0.3768516057         1.2156476369         0.0729065378         2.9069412781 
        0.0800001000         0.4019550474         1.2130986854         0.0065071409         2.9037386025 
        0.0850000000         0.4270535181         1.2105497339        -0.0598922560         2.9069412781 
        0.0900000000         0.4521482759         1.2130986854         0.0065071409         2.9069412781 
        0.0950001000         0.4772390728         1.2130986854         0.0065071409         2.9037386025 
        0.1000000000         0.5023241562         1.2130986854         0.0065071409         2.9069412781 
        0.1050000000         0.5274047836         1.2130986854         0.0065071409         2.9165493049 
        0.1100001000         0.5524807071         1.2564308607         1.1352968877         2.9165493049 
        0.1150000000         0.5775501751         1.2768224726         1.6664920626         2.9165493049 
        0.1200000000         0.6026144442         1.2334902973         0.5377023158         2.9197519805 
        0.1250000000         0.6276727658         1.2691756181         1.4672938720         2.9421707097 
        0.1300001000         0.6527253935         1.2717245696         1.5336932689         2.9453733853 
        0.1350000000         0.6777705771         1.2436861032         0.8032999033         2.9325626829 
        0.1400000000         0.7028095724         1.2717245696         1.5336932689         2.9549814121 
        0.1450001000         0.7278421317         1.2742735211         1.6000926658         2.9709947901 
        0.1500000000         0.7528665065         1.2819203755         1.7992908564         2.9774001413 
        0.1550000000         0.7778839514         1.2717245696         1.5336932689         2.9838054925 
        0.1600001000         0.8028942189         1.2768224726         1.6664920626         2.9838054925 
        0.1650000000         0.8278955620         1.2691756181         1.4672938720         2.9902108438 
        0.1700000000         0.8528892342         1.2717245696         1.5336932689         2.9966161950 
        0.1750001000         0.8778749883         1.2589798122         1.2016962845         3.0030215462 
        0.1800001000         0.9028515784         1.2742735211         1.6000926658         3.0190349242 
        0.1850000000         0.9278187585         1.2640777151         1.3344950783         3.0190349242 
        0.1900001000         0.9527777798         1.2589798122         1.2016962845         3.0222375998 
        0.1950000000         0.9777263995         1.2538819092         1.0688974908         3.0286429510 
        0.2000000000         1.0026658685         1.2538819092         1.0688974908         3.0382509778 
        0.2050001000         1.0275959400         1.2589798122         1.2016962845         3.0414536534 
        0.2100001000         1.0525153710         1.2436861032         0.8032999033         3.0414536534 
        0.2150000000         1.0774239160         1.2538819092         1.0688974908         3.0542643558 
        0.2200001000         1.1023228233         1.2564308607         1.1352968877         3.0638723826 
        0.2250000000         1.1272098555         1.2615287636         1.2680956814         3.0638723826 
        0.2300000000         1.1520862604         1.2538819092         1.0688974908         3.0734804095 
        0.2350001000         1.1769517918         1.2487840062         0.9360986971         3.0702777339 
        0.2400001000         1.2018052099         1.2436861032         0.8032999033         3.0798857607 
        0.2450000000         1.2266462699         1.2538819092         1.0688974908         3.0991018143 
        0.2500000000         1.2514757203         1.2462350547         0.8696993002         3.0958991387 
        0.2550001000         1.2762933153         1.2334902973         0.5377023158         3.0830884363 
        0.2600000000         1.3010973216         1.2462350547         0.8696993002         3.1087098411 
        0.2650000000         1.3258889826         1.2411371518         0.7369005065         3.1023044899 
        0.2700001000         1.3506680531         1.2334902973         0.5377023158         3.0991018143 
        0.2750000000         1.3754328022         1.2334902973         0.5377023158         3.1087098411 
        0.2800000000         1.4001844718         1.2411371518         0.7369005065         3.1183178679 
        0.2850001000         1.4249228167         1.2411371518         0.7369005065         3.1215205435 
        0.2900001000         1.4496466034         1.2258434428         0.3385041252         3.1119125167 
        0.2950000000         1.4743555885         1.2411371518         0.7369005065         3.1311285703 
        0.3000001000         1.4990510104         1.2360392488         0.6041017127         3.1311285703 
        0.3050000000         1.5237306498         1.2258434428         0.3385041252         3.1183178679 
        0.3100000000         1.5483957444         1.2232944913         0.2721047284         3.1215205435 
        0.3150001000         1.5730460497         1.2232944913         0.2721047284         3.1247232191 
        0.3200000000         1.5976798441         1.2309413458         0.4713029190         3.1343312459 
        0.3250000000         1.6222983629         1.2283923943         0.4049035221         3.1439392727 
        0.3300001000         1.6469013620         1.2309413458         0.4713029190         3.1407365971 
        0.3350000000         1.6714871232         1.2360392488         0.6041017127         3.1407365971 
        0.3400000000         1.6960568794         1.2283923943         0.4049035221         3.1311285703 
        0.3450001000         1.7206103870         1.2334902973         0.5377023158         3.1407365971 
        0.3500001000         1.7451464217         1.2334902973         0.5377023158         3.1375339215 
        0.3550001000         1.7696652325         1.2232944913         0.2721047284         3.1311285703 
        0.3600001000         1.7941665774         1.2309413458         0.4713029190         3.1311285703 
        0.3650000000         1.8186497252         1.2334902973         0.5377023158         3.1407365971 
        0.3700000000         1.8431154134         1.2309413458         0.4713029190         3.1503446239 
        0.3750000000         1.8675629108         1.2283923943         0.4049035221         3.1343312459 
        0.3800001000         1.8919924645         1.2232944913         0.2721047284         3.1343312459 
        0.3850000000         1.9164023683         1.2334902973         0.5377023158         3.1439392727 
        0.3900000000         1.9407938464         1.2334902973         0.5377023158         3.1439392727 
        0.3950001000         1.9651666567         1.2385882003         0.6705011096         3.1503446239 
        0.4000000000         1.9895190973         1.2385882003         0.6705011096         3.1471419483 
        0.4050000000         2.0138523893         1.2385882003         0.6705011096         3.1503446239 
        0.4100001000         2.0381662915         1.2283923943         0.4049035221         3.1407365971 
        0.4150001000         2.0624595914         1.2283923943         0.4049035221         3.1311285703 
        0.4200001000         2.0867325356         1.2283923943         0.4049035221         3.1311285703 
        0.4250001000         2.1109848845         1.2309413458         0.4713029190         3.1311285703 
        0.4300000000         2.1352159146         1.2283923943         0.4049035221         3.1343312459 
        0.4350000000         2.1594263557         1.2385882003         0.6705011096         3.1375339215 
        0.4400001000         2.1836159676         1.2487840062         0.9360986971         3.1503446239 
        0.4450000000         2.2077830612         1.2513329577         1.0024980939         3.1471419483 
        0.4500000000         2.2319288483         1.2436861032         0.8032999033         3.1375339215 
        0.4550001000         2.2560530894         1.2513329577         1.0024980939         3.1503446239 
        0.4600000000         2.2801540998         1.2564308607         1.1352968877         3.1407365971 
        0.4650000000         2.3042330881         1.2538819092         1.0688974908         3.1407365971 
        0.4700001000         2.3282898155         1.2487840062         0.9360986971         3.1343312459 
        0.4750001000         2.3523230822         1.2615287636         1.2680956814         3.1439392727 
        0.4800001000         2.3763331326         1.2564308607         1.1352968877         3.1343312459 
        0.4850001000         2.4003197294         1.2717245696         1.5336932689         3.1375339215 
        0.4900000000         2.4242821571         1.2691756181         1.4672938720         3.1439392727 
        0.4950000000         2.4482211375         1.2717245696         1.5336932689         3.1503446239 
        0.5000000000         2.4721359550         1.2768224726         1.6664920626         3.1375339215 
        0.5050001000         2.4960268510         1.2666266666         1.4008944752        -1.7497490499 
        0.5100000000         2.5198921572         1.2742735211         1.6000926658        -1.7465463743 
        0.5150000000         2.5437330707         1.2717245696         1.5336932689        -1.7465463743 
        0.5200001000         2.5675493545         1.2691756181         1.4672938720        -1.7753704547 
        0.5250000000         2.5913393456         1.2819203755         1.7992908564        -1.7337356719 
        0.5300000000         2.6151042372         1.2742735211         1.6000926658        -1.7433436987 
        0.5350001000         2.6388437933         1.2717245696         1.5336932689        -1.7465463743 
        0.5400000000         2.6625563562         1.2615287636         1.2680956814        -1.7497490499 
        0.5450000000         2.6862431151         1.2768224726         1.6664920626        -1.7721677791 
        0.5500001000         2.7099038348         1.2819203755         1.7992908564        -1.7593570767 
        0.5550000000         2.7335368631         1.2793714240         1.7328914595        -1.7465463743 
        0.5600000000         2.7571433854         1.2921161815         2.0648884438        -3.1301022351 
        0.5650001000         2.7807231670         1.2870182785         1.9320896501        -3.1301022351 
        0.5700001000         2.8042750323         1.2870182785         1.9320896501        -3.1365075864 
        0.5750001000         2.8277992204         1.2895672300         1.9984890470        -3.1397102620 
        0.5800001000         2.8512954993         1.2819203755         1.7992908564        -3.1493182888 
        0.5850000000         2.8747631680         1.2895672300         1.9984890470        -3.1461156132 
        0.5900000000         2.8982029336         1.2895672300         1.9984890470        -3.1397102620 
        0.5950001000         2.9216145630         1.2946651330         2.1312878407        -3.1301022351 
        0.6000000000         2.9449964215         1.2819203755         1.7992908564        -3.1493182888 
        0.6050000000         2.9683496819         1.2972140844         2.1976872376        -3.1397102620 
        0.6100001000         2.9916741120         1.2895672300         1.9984890470        -3.1429129376 
        0.6150000000         3.0149680833         1.2895672300         1.9984890470        -3.1397102620 
        0.6200000000         3.0382327642         1.2768224726         1.6664920626        -3.1525209644 
        0.6250000000         3.0614674589         1.2844693270         1.8656902532        -3.1429129376 
        0.6300001000         3.0846724019         1.2793714240         1.7328914595        -3.1429129376 
        0.6350000000         3.1078459731         1.2972140844         2.1976872376        -3.1301022351 
        0.6400000000         3.1309893347         1.2895672300         1.9984890470        -3.1204942083 
        0.6450001000         3.1541022566         1.2946651330         2.1312878407        -3.1301022351 
        0.6500000000         3.1771831251         1.2844693270         1.8656902532        -3.1204942083 
        0.6550000000         3.2002330979         1.2946651330         2.1312878407        -3.1044808303 
        0.6600001000         3.2232519457         1.3048609389         2.3968854282        -3.0916701279 
        0.6650000000         3.2462380613         1.2921161815         2.0648884438        -3.0820621011 
        0.6700000000         3.2691925979         1.2997630359         2.2640866345        -3.0724540743 
        0.6750001000         3.2921153269         1.2972140844         2.1976872376        -3.0692513987 
        0.6800000000         3.3150046479         1.3048609389         2.3968854282        -3.0500353451 
        0.6850000000         3.3378617093         1.3023119874         2.3304860313        -3.0404273182 
        0.6900001000         3.3606862834         1.3150567448         2.6624830157        -3.0148059134 
        0.6950001000         3.3834772322         1.2972140844         2.1976872376        -3.0084005622 
        0.7000001000         3.4062347873         1.2972140844         2.1976872376        -3.0019952110 
        0.7050001000         3.4289587243         1.3048609389         2.3968854282        -2.9827791574 
        0.7100000000         3.4516483654         1.3023119874         2.3304860313        -2.9763738062 
        0.7150000000         3.4743043943         1.2972140844         2.1976872376        -2.9763738062 
        0.7200001000         3.4969265852         1.3023119874         2.3304860313        -2.9539550769 
        0.7250000000         3.5195133588         1.2921161815         2.0648884438        -2.9475497257 
        0.7300000000         3.5420658483         1.3048609389         2.3968854282        -2.9187256453 
        0.7350001000         3.5645838290         1.2997630359         2.2640866345        -2.9059149429 
        0.7400000000         3.5870657287         1.2921161815         2.0648884438        -2.9123202941 
        0.7450000000         3.6095126755         1.2921161815         2.0648884438        -2.8931042405 
        0.7500000000         3.6319239979         1.3150567448         2.6624830157        -2.8738881868 
        0.7550001000         3.6542999218         1.2921161815         2.0648884438        -2.8706855112 
        0.7600000000         3.6766388850         1.2946651330         2.1312878407        -2.8674828356 
        0.7650000000         3.6989420083         1.2946651330         2.1312878407        -2.8482667820 
        0.7700001000         3.7212090695         1.3099588419         2.5296842219        -2.8290507284 
        0.7750000000         3.7434385141         1.3048609389         2.3968854282        -2.8258480528 
        0.7800000000         3.7656314573         1.3023119874         2.3304860313        -2.8162400260 
        0.7850001000         3.7877876780         1.2946651330         2.1312878407        -2.8130373504 
        0.7900000000         3.8099056293         1.3023119874         2.3304860313        -2.7906186211 
        0.7950000000         3.8319864212         1.3048609389         2.3968854282        -2.7778079187 
        0.8000001000         3.8540298332         1.3176056963         2.7288824125        -2.7681998919 
        0.8050000000         3.8760343268         1.3125077934         2.5960836188        -2.7617945407 
        0.8100000000         3.8980010058         1.3099588419         2.5296842219        -2.7393758115 
        0.8150001000         3.9199296513         1.3303504538         3.0608793969        -2.7169570823 
        0.8200001000         3.9418191698         1.3150567448         2.6624830157        -2.7105517310 
        0.8250001000         3.9636697841         1.3023119874         2.3304860313        -2.7073490554 
        0.8300001000         3.9854812785         1.3125077934         2.5960836188        -2.6945383530 
        0.8350001000         4.0072534379         1.3150567448         2.6624830157        -2.6721196238 
        0.8400000000         4.0289856131         1.3201546478         2.7952818094        -2.6497008946 
        0.8450001000         4.0506788922         1.3176056963         2.7288824125        -2.6432955434 
