           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2207455399         0.2057053315        -2.4415269803 
        0.0050000000         0.1256585385         1.2080007824        -0.1262916528        -2.4543376827 
        0.0100000000         0.2512860726         1.2232944913         0.2721047284        -2.4415269803 
        0.0150000000         0.3768516057         1.2207455399         0.2057053315        -2.4447296559 
        0.0200000000         0.5023241562         1.2181965884         0.1393059346        -2.4415269803 
        0.0250000000         0.6276727658         1.2080007824        -0.1262916528        -2.4543376827 
        0.0300000000         0.7528665065         1.2207455399         0.2057053315        -2.4447296559 
        0.0350000000         0.8778744887         1.2130986854         0.0065071409        -2.4543376827 
        0.0400000000         1.0026658685         1.2080007824        -0.1262916528        -2.4607430339 
        0.0450001000         1.1272123434         1.2105497339        -0.0598922560        -2.4511350071 
        0.0500000000         1.2514757203         1.2130986854         0.0065071409        -2.4543376827 
        0.0550133000         1.3757620891         1.2946651330         2.1312878407        -2.4383243047 
        0.0600001000         1.4990529851         1.2538819092         1.0688974908        -2.4383243047 
        0.0650000000         1.6222983629         1.2513329577         1.0024980939        -2.4351216291 
        0.0700000000         1.7451459312         1.2640777151         1.3344950783        -2.4383243047 
        0.0750001000         1.8675653544         1.2717245696         1.5336932689        -2.4223109267 
        0.0800000000         1.9895190973         1.2564308607         1.1352968877        -2.4159055755 
        0.0850000000         2.1109843997         1.2742735211         1.6000926658        -2.4159055755 
        0.0900001000         2.2319312615         1.2691756181         1.4672938720        -2.4030948731 
        0.0950000000         2.3523226019         1.2640777151         1.3344950783        -2.3998921975 
        0.1000000000         2.4721359550         1.2844693270         1.8656902532        -2.3838788195 
        0.1050000000         2.5913393456         1.2844693270         1.8656902532        -2.3742707926 
        0.1100000000         2.7099033620         1.2844693270         1.8656902532        -2.3582574146 
        0.1150000000         2.8277987502         1.2742735211         1.6000926658        -2.3646627658 
        0.1200000000         2.9449964215         1.2742735211         1.6000926658        -2.3582574146 
        0.1250000000         3.0614674589         1.2921161815         2.0648884438        -2.3358386854 
        0.1300000000         3.1771831251         1.2742735211         1.6000926658        -2.3358386854 
        0.1350000000         3.2921148688         1.2844693270         1.8656902532        -2.3230279830 
        0.1400000000         3.4062343325         1.2844693270         1.8656902532        -2.3006092538 
        0.1450000000         3.5195133588         1.2972140844         2.1976872376        -2.2974065782 
        0.1500000000         3.6319239979         1.2946651330         2.1312878407        -2.2877985513 
        0.1550000000         3.7434385141         1.2972140844         2.1976872376        -2.2877985513 
