           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854         0.0065071409         0.6234335725 
        0.0050000000         0.3768516057         1.2207455399         0.2057053315         0.6330415993 
        0.0100000000         0.7528665065         1.2080007824        -0.1262916528         0.6170282213 
        0.0150000000         1.1272098555         1.2130986854         0.0065071409         0.6170282213 
        0.0200000000         1.4990505167         1.2181965884         0.1393059346         0.6234335725 
        0.0250000000         1.8675629108         1.2130986854         0.0065071409         0.6234335725 
        0.0300000000         2.2319288483         1.2054518309        -0.1926910497         0.6170282213 
        0.0350000000         2.5913393466         1.2130986854         0.0065071409         0.6234335725 
        0.0400000000         2.9449964215         1.2334902973         0.5377023158         0.6362442749 
        0.0450000000         3.2921148688         1.2921161815         2.0648884438         0.6330415993 
        0.0500000000         3.6319239989         1.2513329577         1.0024980939         0.6362442749 
        0.0550000000         3.9636693475         1.2691756181         1.4672938720         0.6458523018 
        0.0600000000         4.2866143598         1.2742735211         1.6000926658         0.6458523018 
        0.0650000000         4.6000420173         1.2717245696         1.5336932689         0.6618656798 
        0.0700000000         4.9032564292         1.2972140844         2.1976872376         0.6714737066 
        0.0750000000         5.1955843866         1.2946651330         2.1312878407         0.6810817334 
        0.0800000000         5.4763768482         1.3048609389         2.3968854282         0.6906897602 
        0.0850000000         5.7450103821         1.2946651330         2.1312878407         0.6970951114 
        0.0900000000         6.0008885570         1.3099588419         2.5296842219         0.7067031382 
        0.0950000000         6.2434432587         1.3227035993         2.8616812063         0.7387298943 
        0.1000000000         6.4721359550         1.3176056963         2.7288824125         0.7451352455 
        0.1050000000         6.6864588909         1.3201546478         2.7952818094         0.7579459479 
        0.1100000000         6.8859362160         1.3328994052         3.1272787938         0.7707566503 
        0.1150000000         7.0701250407         1.3328994052         3.1272787938         0.7899727039 
        0.1200000000         7.2386164197         1.3430952112         3.3928763812         0.8059860819 
        0.1250000000         7.3910362601         1.3430952112         3.3928763812         0.8252021356 
        0.1300000000         7.5270461516         1.3507420656         3.5920745718         0.8412155136 
        0.1350000000         7.6463441184         1.3481931142         3.5256751750         0.8540262160 
        0.1400000000         7.7486652890         1.3507420656         3.5920745718         0.8860529720 
        0.1450000000         7.8337824850         1.3532910171         3.6584739687         0.8956609989 
        0.1500000000         7.9015067248         1.3660357746         3.9904709531         0.9212824037 
        0.1550000000         7.9516876436         1.3685847260         4.0568703499         0.9308904305 
        0.1600000000         7.9842138275         1.3634868231         3.9240715562         0.9533091597 
        0.1650000000         7.9990130599         1.3787805320         4.3224679374         0.9693225377 
        0.1700000000         7.9960524829         1.3762315805         4.2560685405         0.9981466182 
        0.1750000000         7.9753386698         1.3813294835         4.3888673343         1.0141599962 
        0.1800001000         7.9369166655         1.3736826290         4.1896691437         1.0333760498 
        0.1850000000         7.8808746092         1.3966231924         4.7872637155         1.0557947790 
        0.1900000000         7.8073340953         1.3787805320         4.3224679374         1.0750108327 
        0.1950094000         7.7162722992         1.3838784350         4.4552667311         1.1070375887 
        0.2000000000         7.6084521304         1.3838784350         4.4552667311         1.1166456155 
        0.2050000000         7.4835522462         1.3889763379         4.5880655249         1.1486723716 
        0.2100001000         7.3420340110         1.4042700468         4.9864619061         1.1774964520 
        0.2150000000         7.1842206061         1.3864273864         4.5216661280         1.1839018032 
        0.2200000000         7.0104534404         1.3838784350         4.4552667311         1.2127258836 
        0.2250000000         6.8211213148         1.3966231924         4.7872637155         1.2383472885 
        0.2300000000         6.6166445942         1.3915252894         4.6544649217         1.2671713689 
        0.2350000000         6.3974772679         1.4068189983         5.0528613030         1.2927927737 
        0.2400001000         6.1641011361         1.3838784350         4.4552667311         1.3056034761 
        0.2450000000         5.9170487598         1.3966231924         4.7872637155         1.3280222054 
        0.2500000000         5.6568542495         1.3889763379         4.5880655249         1.3536436102 
        0.2550000000         5.3841001081         1.3915252894         4.6544649217         1.3760623394 
        0.2600079000         5.0989329508         1.3915252894         4.6544649217         1.4016837443 
        0.2650000000         4.8033618026         1.3762315805         4.2560685405         1.4176971223 
        0.2700000000         4.4966670228         1.3889763379         4.5880655249         1.4433185271 
        0.2750000000         4.1799885177         1.3787805320         4.3224679374         1.4657372563 
        0.2800000000         3.8540293928         1.3889763379         4.5880655249         1.4913586612 
        0.2850000000         3.5195133578         1.3481931142         3.5256751750         1.4913586612 
        0.2900001000         3.1771762053         1.3685847260         4.0568703499         1.5169800660 
        0.2950000000         2.8277987502         1.3430952112         3.3928763812         1.5490068220 
        0.3000000000         2.4721359539         1.3583889201         3.7912727624         1.5586148488 
