           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2207455399         0.2057053315         0.6106228701 
        0.0050001000         0.3517519760         1.2130986854         0.0065071409         0.6042175189 
        0.0100001000         0.7028165814         1.2130986854         0.0065071409         0.6074201945 
        0.0150000000         1.0525148727         1.2029028795        -0.2590904466         0.5978121677 
        0.0200001000         1.4001913994         1.2130986854         0.0065071409         0.6042175189 
        0.0250001000         1.7451527980         1.2181965884         0.1393059346         0.6042175189 
        0.0300000000         2.0867320503         1.2080007824        -0.1262916528         0.5978121677 
        0.0350001000         2.4242888625         1.2054518309        -0.1926910497         0.5978121677 
        0.0400001000         2.7571499905         1.2334902973         0.5377023158         0.6138255457 
        0.0450000000         3.0846719382         1.3074098904         2.4632848251         0.6202308969 
        0.0500001000         3.4062406991         1.2564308607         1.1352968877         0.6106228701 
        0.0550001000         3.7212148533         1.2717245696         1.5336932689         0.6234335725 
        0.0600000000         4.0289856131         1.2819203755         1.7992908564         0.6298389237 
        0.0650001000         4.3289759341         1.2742735211         1.6000926658         0.6426496262 
        0.0700001000         4.6205873713         1.3023119874         2.3304860313         0.6618656798 
        0.0750000000         4.9032564292         1.2946651330         2.1312878407         0.6554603286 
        0.0800001000         5.1764530573         1.2972140844         2.1976872376         0.6714737066 
        0.0850001000         5.4396321891         1.2972140844         2.1976872376         0.6810817334 
        0.0900001000         5.6922903617         1.3227035993         2.8616812063         0.7035004626 
        0.0950001000         5.9339389010         1.3099588419         2.5296842219         0.7099058138 
        0.1000001000         6.1641104273         1.3201546478         2.7952818094         0.7227165162 
        0.1050001000         6.3823597587         1.3252525508         2.9280806031         0.7451352455 
        0.1100000000         6.5882607810         1.3176056963         2.7288824125         0.7451352455 
        0.1150001000         6.7814272215         1.3379973082         3.2600775875         0.7643512991 
        0.1200001000         6.9614735043         1.3405462597         3.3264769844         0.7899727039 
        0.1250000000         7.1280521935         1.3405462597         3.3264769844         0.7995807307 
        0.1300001000         7.2808506811         1.3558399686         3.7248733656         0.8155941088 
        0.1350001000         7.4195638579         1.3456441627         3.4592757781         0.8348101624 
        0.1400000000         7.5439242871         1.3532910171         3.6584739687         0.8540262160 
        0.1450001000         7.6536984603         1.3430952112         3.3928763812         0.8636342428 
        0.1500001000         7.7486670389         1.3583889201         3.7912727624         0.8892556476 
        0.1550000000         7.8286472346         1.3583889201         3.7912727624         0.9180797281 
        0.1600001000         7.8934886980         1.3685847260         4.0568703499         0.9180797281 
        0.1650001000         7.9430616746         1.3634868231         3.9240715562         0.9469038085 
        0.1700000000         7.9772712021         1.3787805320         4.3224679374         0.9597145109 
        0.1750001000         7.9960527039         1.3685847260         4.0568703499         0.9917412670 
        0.1800001000         7.9993682652         1.3838784350         4.4552667311         1.0013492938 
        0.1850000000         7.9872124009         1.3838784350         4.4552667311         1.0365787254 
        0.1900001000         7.9596074297         1.3966231924         4.7872637155         1.0525921034 
        0.1950001000         7.9166079355         1.3889763379         4.5880655249         1.0654028059 
