           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854         0.0065071409         1.5778309025 
        0.0050000000         1.2514757203         1.2105497339        -0.0598922560         1.5810335781 
        0.0100000000         2.4721359550         1.2130986854         0.0065071409         1.5746282269 
        0.0150000000         3.6319239979         1.2232944913         0.2721047284         1.5874389293 
        0.0200000000         4.7022820183         1.2181965884         0.1393059346         1.5778309025 
        0.0250000000         5.6568542495         1.2207455399         0.2057053315         1.5874389293 
        0.0300000000         6.4721359550         1.2130986854         0.0065071409         1.5778309025 
        0.0350000000         7.1280521935         1.2487840062         0.9360986971         1.5906416049 
        0.0400000000         7.6084521304         1.3252525508         2.9280806031         1.5970469561 
        0.0450000000         7.9015067248         1.2717245696         1.5336932689         1.5970469561 
        0.0500001000         8.0000000000         1.2997630359         2.2640866345         1.6066549829 
        0.0550000000         7.9015067248         1.3328994052         3.1272787938         1.6226683609 
        0.0600000000         7.6084521304         1.3303504538         3.0608793969         1.6418844145 
        0.0650001000         7.1280407850         1.3456441627         3.4592757781         1.6707084950 
        0.0700000000         6.4721359550         1.3303504538         3.0608793969         1.6835191974 
        0.0750000000         5.6568542495         1.3532910171         3.6584739687         1.6963298998 
        0.0800001000         4.7022616882         1.3456441627         3.4592757781         1.7027352510 
        0.0850000000         3.6319239979         1.3252525508         2.9280806031         1.7283566558 
        0.0900000000         2.4721359550         1.3379973082         3.2600775875         1.7411673583 
        0.0950001000         1.2514509003         1.3328994052         3.1272787938         1.7507753851 
        0.1000000000         0.0000000000         1.3125077934         2.5960836188         1.7635860875 
        0.1050000000        -1.2514757203         1.3074098904         2.4632848251         1.7731941143 
        0.1100000000        -2.4721359550         1.2564308607         1.1352968877         1.7763967899 
        0.1150000000        -3.6319239979         1.2258434428         0.3385041252         1.7828021411 
        0.1200000000        -4.7022820183         1.1927070735        -0.5246880341         1.7795994655 
        0.1250000000        -5.6568542495         1.2080007824        -0.1262916528         1.7795994655 
        0.1300000000        -6.4721359550         1.2207455399         0.2057053315         1.7892074923 
        0.1350000000        -7.1280521935         1.2105497339        -0.0598922560         1.7892074923 
        0.1400000000        -7.6084521304         1.2156476369         0.0729065378         1.7988155191 
        0.1450000000        -7.9015067248         1.0754553052        -3.5790602901         1.7860048167 
        0.1500000000        -8.0000000000         1.1289832864        -2.1846729558         1.7603834119 
        0.1550000000        -7.9015067248         1.1315322379        -2.1182735589         1.7507753851 
