           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854         0.0065071409         1.3024008005 
        0.0050000000         0.8028937188         1.2105497339        -0.0598922560         1.3024008005 
        0.0100000000         1.5976798441         1.2130986854         0.0065071409         1.3024008005 
        0.0150000000         2.3763326526         1.2207455399         0.2057053315         1.3120088274 
        0.0200000000         3.1309893347         1.2080007824        -0.1262916528         1.3024008005 
        0.0250000000         3.8540293928         1.2054518309        -0.1926910497         1.2959954493 
        0.0300000000         4.5381515930         1.2105497339        -0.0598922560         1.3024008005 
        0.0350000000         5.1764476926         1.2232944913         0.2721047284         1.3024008005 
        0.0400000000         5.7624721991         1.3252525508         2.9280806031         1.3216168542 
        0.0450000000         6.2903074571         1.2819203755         1.7992908564         1.3312248810 
        0.0500000000         6.7546234053         1.2870182785         1.9320896501         1.3312248810 
        0.0550000000         7.1507313932         1.3048609389         2.3968854282         1.3440355834 
        0.0600000000         7.4746315397         1.3150567448         2.6624830157         1.3664543126 
        0.0650022000         7.7231454065         1.3328994052         3.1272787938         1.3728596638 
        0.0700000000         7.8934875537         1.3252525508         2.9280806031         1.3792650150 
        0.0750000000         7.9842138274         1.3150567448         2.6624830157         1.3952783931 
        0.0800000000         7.9943157810         1.3379973082         3.2600775875         1.4144944467 
        0.0850000000         7.9236914056         1.3430952112         3.3928763812         1.4401158515 
        0.0900000000         7.7730538633         1.3430952112         3.3928763812         1.4561292295 
        0.0950000000         7.5439242863         1.3354483567         3.1936781906         1.4657372563 
        0.1000000000         7.2386164197         1.3507420656         3.5920745718         1.4785479588 
        0.1050000000         6.8602132495         1.3379973082         3.2600775875         1.4881559856 
        0.1100000000         6.4125358775         1.3405462597         3.3264769844         1.5073720392 
        0.1150000000         5.9001049389         1.3456441627         3.4592757781         1.5297907684 
        0.1200000000         5.3280949395         1.3328994052         3.1272787938         1.5458041464 
        0.1250000000         4.7022820183         1.3303504538         3.0608793969         1.5554121732 
        0.1300065000         4.0280823269         1.3227035993         2.8616812063         1.5714255513 
        0.1350000000         3.3150046479         1.3303504538         3.0608793969         1.5938442805 
        0.1400000000         2.5675488785         1.3252525508         2.9280806031         1.5970469561 
        0.1450000000         1.7941660876         1.3201546478         2.7952818094         1.6098576585 
        0.1500027000         1.0022349976         1.3150567448         2.6624830157         1.6354790633 
        0.1550000000         0.2010407635         1.3201546478         2.7952818094         1.6450870902 
        0.1600000000        -0.6026144442         1.2972140844         2.1976872376         1.6578977926 
        0.1650000000        -1.4001844718         1.2819203755         1.7992908564         1.6675058194 
        0.1700000000        -2.1836154841         1.2309413458         0.4713029190         1.6643031438 
        0.1750000000        -2.9449964237         1.2156476369         0.0729065378         1.6739111706 
        0.1800001000        -3.6766531708         1.2105497339        -0.0598922560         1.6739111706 
        0.1850000000        -4.3711547739         1.2232944913         0.2721047284         1.6835191974 
        0.1900000000        -5.0215308922         1.2181965884         0.1393059346         1.6739111706 
        0.1950000000        -5.6211997584         1.2029028795        -0.2590904466         1.6739111706 
        0.2000000000        -6.1641059422         1.2105497339        -0.0598922560         1.6739111706 
        0.2050000000        -6.6447671949         1.1060427230        -2.7822675276         1.6675058194 
        0.2100001000        -7.0583373828         1.1519238497        -1.5870783840         1.6578977926 
