           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2181965884         0.1393059346         1.4945613368 
        0.0050000000         1.0026658715         1.2130986854         0.0065071409         1.4849533100 
        0.0100000000         1.9895191002         1.2105497339        -0.0598922560         1.4881559856 
        0.0150000000         2.9449964215         1.2130986854         0.0065071409         1.4849533100 
        0.0200000000         3.8540293954         1.2130986854         0.0065071409         1.4849533100 
        0.0250000000         4.7022820208         1.2130986854         0.0065071409         1.4849533100 
        0.0300000000         5.4763768474         1.2130986854         0.0065071409         1.4849533100 
        0.0350000000         6.1641059441         1.2181965884         0.1393059346         1.4945613368 
        0.0400000000         6.7546234056         1.3278015023         2.9944800000         1.4881559856 
        0.0450000000         7.2386164197         1.2666266666         1.4008944752         1.5009666880 
        0.0500000000         7.6084521313         1.3074098904         2.4632848251         1.5201827416 
        0.0550000000         7.8582980064         1.2997630359         2.2640866345         1.5393987952 
        0.0600000000         7.9842138274         1.3328994052         3.1272787938         1.5490068220 
        0.0650000000         7.9842138274         1.2972140844         2.1976872376         1.5426014708 
        0.0700000000         7.8582980053         1.3354483567         3.1936781906         1.5650202001 
        0.0750000000         7.6084521304         1.3048609389         2.3968854282         1.5842362537 
        0.0800000000         7.2386164197         1.3558399686         3.7248733656         1.6034523073 
        0.0850000000         6.7546234024         1.3201546478         2.7952818094         1.6098576585 
        0.0900000000         6.1641059422         1.3379973082         3.2600775875         1.6290737121 
        0.0952923000         5.4333876791         1.3303504538         3.0608793969         1.6418844145 
        0.1000000000         4.7022820159         1.3558399686         3.7248733656         1.6578977926 
        0.1050000000         3.8540293928         1.3227035993         2.8616812063         1.6739111706 
        0.1100000000         2.9449964215         1.3430952112         3.3928763812         1.6899245486 
        0.1150000000         1.9895190944         1.3227035993         2.8616812063         1.6963298998 
        0.1200000000         1.0026658655         1.3379973082         3.2600775875         1.7315593315 
        0.1250000000         0.0000000000         1.3201546478         2.7952818094         1.7251539802 
        0.1300000000        -1.0026658715         1.3150567448         2.6624830157         1.7475727095 
        0.1350000000        -1.9895191002         1.3023119874         2.3304860313         1.7635860875 
        0.1400000000        -2.9449964215         1.2309413458         0.4713029190         1.7571807363 
        0.1450000000        -3.8540293954         1.2156476369         0.0729065378         1.7699914387 
        0.1500000000        -4.7022820208         1.2105497339        -0.0598922560         1.7667887631 
        0.1550000000        -5.4763768474         1.2130986854         0.0065071409         1.7603834119 
        0.1600000000        -6.1641059441         1.2207455399         0.2057053315         1.7763967899 
        0.1650000000        -6.7546234056         1.2130986854         0.0065071409         1.7699914387 
        0.1700000000        -7.2386164197         1.2080007824        -0.1262916528         1.7635860875 
        0.1750000000        -7.6084521313         1.0729063537        -3.6454596869         1.7635860875 
        0.1800000000        -7.8582980064         1.1366301408        -1.9854747652         1.7315593315 
        0.1850000000        -7.9842138274         1.1264343349        -2.2510723527         1.7251539802 
        0.1900000000        -7.9842138274         1.0882000626        -3.2470633057         1.7219513046 
        0.1950000000        -7.8582980053         1.1060427230        -2.7822675276         1.7123432778 
        0.2000000000        -7.6084521304         1.0780042567        -3.5126608932         1.6803165218 
        0.2050000000        -7.2386164197         1.0831021596        -3.3798620994         1.6707084950 
        0.2100000000        -6.7546234024         1.0932979656        -3.1142645120         1.6643031438 
        0.2150000000        -6.1641059422         1.0882000626        -3.2470633057         1.6354790633 
        0.2200000000        -5.4763768474         1.0907490141        -3.1806639088         1.6354790633 
        0.2250000000        -4.7022820159         1.1060427230        -2.7822675276         1.6098576585 
        0.2300000000        -3.8540293928         1.0932979656        -3.1142645120         1.5874389293 
        0.2350226000        -2.9407710408         1.0856511111        -3.3134627026         1.5842362537 
        0.2400000000        -1.9895190944         1.1085916745        -2.7158681308         1.5682228757 
        0.2450000000        -1.0026658655         1.1085916745        -2.7158681308         1.5618175245 
        0.2500000000        -0.0000000000         1.1187874804        -2.4502705433         1.5426014708 
        0.2550000000         1.0026658715         1.1289832864        -2.1846729558         1.5393987952 
        0.2600000000         1.9895191002         1.1493748983        -1.6534777808         1.5105747148 
        0.2650000000         2.9449964215         1.2054518309        -0.1926910497         1.5169800660 
        0.2700000000         3.8540293954         1.2232944913         0.2721047284         1.5201827416 
        0.2750000000         4.7022820208         1.2207455399         0.2057053315         1.5265880928 
        0.2800000000         5.4763768474         1.2054518309        -0.1926910497         1.5137773904 
        0.2850000000         6.1641059441         1.2105497339        -0.0598922560         1.5201827416 
        0.2900000000         6.7546234056         1.2156476369         0.0729065378         1.5169800660 
        0.2950000000         7.2386164197         1.2793714240         1.7328914595         1.5297907684 
        0.3000000000         7.6084521313         1.3227035993         2.8616812063         1.5361961196 
        0.3050000000         7.8582980064         1.2666266666         1.4008944752         1.5329934440 
        0.3100000000         7.9842138274         1.3048609389         2.3968854282         1.5650202001 
        0.3150000000         7.9842138274         1.3278015023         2.9944800000         1.5778309025 
        0.3200000000         7.8582980053         1.3125077934         2.5960836188         1.5842362537 
        0.3250000000         7.6084521304         1.3456441627         3.4592757781         1.6066549829 
