           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854         0.0065071409         1.1871044788 
        0.0050000000         0.6026144442         1.2130986854         0.0065071409         1.1967125056 
        0.0100000000         1.2018047130         1.2105497339        -0.0598922560         1.1871044788 
        0.0150000000         1.7941660876         1.2130986854         0.0065071409         1.1967125056 
        0.0200000000         2.3763326526         1.2207455399         0.2057053315         1.1999151812 
        0.0250000000         2.9449964215         1.2080007824        -0.1262916528         1.1871044788 
        0.0300000000         3.4969261348         1.2130986854         0.0065071409         1.1967125056 
        0.0350000000         4.0289856131         1.2130986854         0.0065071409         1.1935098300 
        0.0400000000         4.5381515930         1.2691756181         1.4672938720         1.1999151812 
        0.0450000000         5.0215308903         1.2717245696         1.5336932689         1.2063205324 
        0.0500000000         5.4763768474         1.2564308607         1.1352968877         1.2127258836 
        0.0550000000         5.9001049389         1.2768224726         1.6664920626         1.2223339104 
        0.0600000000         6.2903074571         1.2717245696         1.5336932689         1.2319419373 
        0.0650000000         6.6447671936         1.2717245696         1.5336932689         1.2319419373 
        0.0700000000         6.9614700374         1.2819203755         1.7992908564         1.2479553153 
        0.0750000000         7.2386164197         1.2921161815         2.0648884438         1.2575633421 
        0.0800000000         7.4746315397         1.2946651330         2.1312878407         1.2767793957 
        0.0850009000         7.6682052570         1.3227035993         2.8616812063         1.2767793957 
        0.0900000000         7.8181449885         1.3125077934         2.5960836188         1.2895900981 
        0.0950000000         7.9236914056         1.3354483567         3.1936781906         1.3152115030 
        0.1000000000         7.9842138274         1.3303504538         3.0608793969         1.3216168542 
        0.1050000000         7.9993683536         1.3430952112         3.3928763812         1.3280222054 
        0.1100000000         7.9690688731         1.3456441627         3.4592757781         1.3600489614 
        0.1150000000         7.8934875537         1.3660357746         3.9904709531         1.3728596638 
        0.1200000000         7.7730538633         1.3379973082         3.2600775875         1.3856703662 
        0.1250000000         7.6084521304         1.3736826290         4.1896691437         1.4112917711 
        0.1300000000         7.4006176547         1.3354483567         3.1936781906         1.4208997979 
        0.1350000000         7.1507313932         1.3660357746         3.9904709531         1.4401158515 
        0.1400000000         6.8602132495         1.3430952112         3.3928763812         1.4657372563 
        0.1450000000         6.5307140057         1.3813294835         4.3888673343         1.4945613368 
        0.1500000000         6.1641059422         1.3507420656         3.5920745718         1.5041693636 
        0.1550000000         5.7624721979         1.3660357746         3.9904709531         1.5169800660 
        0.1600000000         5.3280949395         1.3430952112         3.3928763812         1.5426014708 
        0.2336230000        -2.9774588558         1.2029028795        -0.2590904466         1.9909760554 
        0.3065295000        -7.9675981183         1.2029028795        -0.2590904466         1.9717600017 
        0.3084415000        -7.9850225543         1.2105497339        -0.0598922560         1.9845707042 
        0.3098066000        -7.9934024268         1.2105497339        -0.0598922560         1.9909760554 
        0.3128717000        -7.9998743316         1.2080007824        -0.1262916528         1.9781653529 
        0.3147331000        -7.9954645800         1.2156476369         0.0729065378         1.9813680286 
        0.3162058000        -7.9875119927         1.2156476369         0.0729065378         1.9813680286 
        0.3175172000        -7.9771146338         1.2181965884         0.1393059346         1.9909760554 
        0.3187921000        -7.9640161523         1.2080007824        -0.1262916528         1.9877733798 
        0.3200686000        -7.9479522646         1.2029028795        -0.2590904466         1.9717600017 
        0.3213406000        -7.9290156853         1.2029028795        -0.2590904466         1.9749626773 
        0.3226742000        -7.9060296830         1.2156476369         0.0729065378         1.9845707042 
        0.3240843000        -7.8782477135         1.2080007824        -0.1262916528         1.9781653529 
        0.3253520000        -7.8502303263         1.1697665101        -1.1222826059         1.9781653529 
        0.3266210000        -7.8193111026         1.1009448200        -2.9150663214         1.9717600017 
        0.3279553000        -7.7837130102         1.0525147418        -4.1766548619         1.9685573261 
        0.3292288000        -7.7467978110         1.0525147418        -4.1766548619         1.9653546505 
        0.3322718000        -7.6470484890         1.1315322379        -2.1182735589         1.9557466237 
        0.3336998000        -7.5946745380         1.1595707042        -1.3878801934         1.9461385969 
        0.3383131000        -7.4015443101         1.0703574022        -3.7118590838         1.9269225433 
        0.3424757000        -7.1965229273         1.0729063537        -3.6454596869         1.9237198677 
        0.3455744000        -7.0254484913         1.1009448200        -2.9150663214         1.9045038141 
        0.3499538000        -6.7576081617         1.0882000626        -3.2470633057         1.9013011385 
        0.3512775000        -6.6707967978         1.0805532081        -3.4462614963         1.8948957872 
        0.3525732000        -6.5832474203         1.0856511111        -3.3134627026         1.8916931116 
        0.3538957000        -6.4912957770         1.0831021596        -3.3798620994         1.8820850848 
        0.3551854000        -6.3991380145         1.0882000626        -3.2470633057         1.8820850848 
        0.3564793000        -6.3042480471         1.0907490141        -3.1806639088         1.8756797336 
        0.3577427000        -6.2092787965         1.0907490141        -3.1806639088         1.8852877604 
        0.3590377000        -6.1095955553         1.0780042567        -3.5126608932         1.8692743824 
        0.3603868000        -6.0032706742         1.0703574022        -3.7118590838         1.8596663556 
        0.3616877000        -5.8983910513         1.0652594992        -3.8446578775         1.8500583288 
        0.3630436000        -5.7866621126         1.0780042567        -3.5126608932         1.8596663556 
