           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2207455399         0.2057053315         2.3208516426 
        0.0050000000         1.0774239192         1.2054518309        -0.1926910497         2.3016355889 
        0.0100125000         2.1378195528         1.2080007824        -0.1262916528         2.3016355889 
        0.0150038000         3.1548565868         1.2130986854         0.0065071409         2.3112436157 
        0.0200000000         4.1155162730         1.2054518309        -0.1926910497         2.3112436157 
        0.0250000000         5.0019412532         1.2080007824        -0.1262916528         2.3016355889 
        0.0309682000         5.9394349365         1.2207455399         0.2057053315         2.3208516426 
        0.0350000000         6.4868766485         1.2283923943         0.4049035221         2.3048382645 
        0.0400010000         7.0584315478         1.3379973082         3.2600775875         2.3336623450 
        0.0450000000         7.5011719944         1.2691756181         1.4672938720         2.3368650206 
        0.0500000000         7.8073340962         1.3150567448         2.6624830157         2.3464730474 
        0.0550000000         7.9712374854         1.3023119874         2.3304860313         2.3624864254 
        0.0600000000         7.9898956528         1.3278015023         2.9944800000         2.3817024790 
        0.0650000000         7.8629686245         1.3456441627         3.4592757781         2.4073238839 
        0.0700000000         7.5927691589         1.3252525508         2.9280806031         2.4009185327 
        0.0750000000         7.1842206047         1.3430952112         3.3928763812         2.4361479643 
        0.0800000000         6.6447671918         1.3558399686         3.7248733656         2.4457559911 
        0.0850000000         5.9842383891         1.3507420656         3.5920745718         2.4521613423 
        0.0900000000         5.2146698000         1.3379973082         3.2600775875         2.4873907740 
        0.0950000000         4.3500838595         1.3583889201         3.7912727624         2.5034041520 
        0.1000000000         3.4062343296         1.3252525508         2.9280806031         2.5034041520 
        0.1050107000         2.3981129858         1.3507420656         3.5920745718         2.5258228812 
        0.1100000000         1.3506675577         1.3430952112         3.3928763812         2.5578496372 
        0.1150000000         0.2764051278         1.3481931142         3.5256751750         2.5738630153 
        0.1200000000        -0.8028937220         1.3328994052         3.1272787938         2.5898763933 
        0.1250000000        -1.8675629108         1.3150567448         2.6624830157         2.5962817445 
        0.1300000000        -2.8982029366         1.2538819092         1.0688974908         2.6090924469 
        0.1350000000        -3.8760343296         1.2207455399         0.2057053315         2.6026870957 
        0.1400000000        -4.7832398645         1.1952560250        -0.4582886372         2.6026870957 
        0.1450000000        -5.6032892086         1.2181965884         0.1393059346         2.6122951225 
        0.1500000000        -6.3212401010         1.2130986854         0.0065071409         2.6090924469 
        0.1550000000        -6.9240106420         1.2105497339        -0.0598922560         2.6026870957 
        0.1600000000        -7.4006176559         1.2054518309        -0.1926910497         2.6026870957 
        0.1650000000        -7.7423768034         1.0856511111        -3.3134627026         2.6090924469 
        0.1700008000        -7.9430814285         1.1213364319        -2.3838711464         2.5866737177 
        0.1750002000        -7.9990123807         1.1289832864        -2.1846729558         2.5578496372 
        0.1800011000        -7.9091782373         1.0703574022        -3.7118590838         2.5450389348 
        0.1850000000        -7.6752997748         1.0831021596        -3.3798620994         2.5354309080 
        0.1900000000        -7.3015326979         1.0780042567        -3.5126608932         2.5194175300 
        0.1950122000        -6.7933309431         1.1034937715        -2.8486669245         2.5098095032 
        0.2000000000        -6.1641059402         1.0729063537        -3.6454596869         2.4841880984 
        0.2050000000        -5.4211714974         1.0932979656        -3.1142645120         2.4777827471 
        0.2100000000        -4.5794570021         1.0601615963        -3.9774566713         2.4585666935 
        0.2154554000        -3.5664633533         1.0882000626        -3.2470633057         2.4329452887 
        0.2200000000        -2.6625563531         1.0780042567        -3.5126608932         2.4201345863 
        0.2250000000        -1.6222983597         1.1009448200        -2.9150663214         2.4009185327 
        0.2300000000        -0.5524802025         1.0856511111        -3.3134627026         2.3784998034 
        0.2350000000         0.5274047836         1.1162385289        -2.5166699401         2.3720944522 
        0.2400000000         1.5976798473         1.1315322379        -2.1182735589         2.3656891010 
        0.2450000000         2.6388433219         1.2130986854         0.0065071409         2.3528783986 
        0.2500000000         3.6319239979         1.2130986854         0.0065071409         2.3560810742 
        0.2550000000         4.5588267984         1.2156476369         0.0729065378         2.3560810742 
        0.2600000000         5.4026624673         1.2105497339        -0.0598922560         2.3560810742 
        0.2650000000         6.1480553378         1.2105497339        -0.0598922560         2.3560810742 
        0.2700000000         6.7814234904         1.2130986854         0.0065071409         2.3560810742 
        0.2750000000         7.2912262144         1.2411371518         0.7369005065         2.3528783986 
        0.2800000000         7.6681743121         1.3303504538         3.0608793969         2.3752971278 
        0.2850000000         7.9053993534         1.2819203755         1.7992908564         2.3913105058 
        0.2900000000         7.9985788191         1.3048609389         2.3968854282         2.3977158570 
        0.2950000000         7.9460148723         1.3150567448         2.6624830157         2.4041212083 
        0.3000000000         7.7486652882         1.3278015023         2.9944800000         2.4297426131 
        0.3050000000         7.4101260069         1.3328994052         3.1272787938         2.4425533155 
