           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854         0.0065071409         0.4568944411 
        0.0050001000         0.1759185260         1.2181965884         0.1393059346         0.4472864143 
        0.0100001000         0.3517484613         1.2156476369         0.0729065378         0.4568944411 
        0.0150000000         0.5274047836         1.2080007824        -0.1262916528         0.4472864143 
        0.0200001000         0.7028130769         1.2130986854         0.0065071409         0.4440837387 
        0.0250001000         0.8778779856         1.2156476369         0.0729065378         0.4536917655 
        0.0300000000         1.0525148727         1.2181965884         0.1393059346         0.4536917655 
        0.0350001000         1.2266497464         1.2105497339        -0.0598922560         0.4472864143 
        0.0400001000         1.4001879356         1.2181965884         0.1393059346         0.4568944411 
        0.0450001000         1.5730490064         1.2283923943         0.4049035221         0.4536917655 
        0.0500001000         1.7451493646         1.2997630359         2.2640866345         0.4665024679 
        0.0550001000         1.9164057840         1.2436861032         0.8032999033         0.4568944411 
        0.0600001000         2.0867354466         1.2691756181         1.4672938720         0.4665024679 
        0.0650001000         2.2560559825         1.2564308607         1.1352968877         0.4632997923 
        0.0700001000         2.4242855098         1.2462350547         0.8696993002         0.4665024679 
        0.0750001000         2.5913426740         1.2666266666         1.4008944752         0.4825158460 
        0.0800001000         2.7571466880         1.2615287636         1.2680956814         0.4953265484 
        0.0850001000         2.9216173702         1.2640777151         1.3344950783         0.4953265484 
        0.0900001000         3.0846751843         1.2589798122         1.2016962845         0.5081372508 
        0.0950001000         3.2462412768         1.2564308607         1.1352968877         0.5081372508 
        0.1000001000         3.4062375158         1.2487840062         0.9360986971         0.5081372508 
        0.1050001000         3.5645865286         1.2538819092         1.0688974908         0.5081372508 
        0.1100001000         3.7212117390         1.2513329577         1.0024980939         0.5177452776 
        0.1150001000         3.8760374044         1.2717245696         1.5336932689         0.5273533044 
        0.1200001000         4.0289886525         1.2691756181         1.4672938720         0.5401640068 
        0.1250000000         4.1799885177         1.2666266666         1.4008944752         0.5337586556 
        0.1300001000         4.3289729756         1.2717245696         1.5336932689         0.5465693580 
        0.1350001000         4.4758609808         1.2819203755         1.7992908564         0.5561773849 
        0.1400000000         4.6205816274         1.2819203755         1.7992908564         0.5593800605 
        0.1450001000         4.7630735443         1.2870182785         1.9320896501         0.5689880873 
        0.1500001000         4.9032592091         1.2819203755         1.7992908564         0.5817987897 
        0.1550000000         5.0410709695         1.3048609389         2.3968854282         0.5978121677 
        0.1600001000         5.1764503749         1.2870182785         1.9320896501         0.5882041409 
        0.1650001000         5.3093237631         1.3048609389         2.3968854282         0.6202308969 
        0.1700001000         5.4396296095         1.3176056963         2.7288824125         0.6202308969 
        0.1750001000         5.5673048992         1.3125077934         2.5960836188         0.6330415993 
        0.1800001000         5.6922878897         1.3176056963         2.7288824125         0.6458523018 
        0.1850001000         5.8145181403         1.3278015023         2.9944800000         0.6650683554 
        0.1900001000         5.9339365415         1.3176056963         2.7288824125         0.6618656798 
        0.1950001000         6.0504853436         1.3379973082         3.2600775875         0.6938924358 
        0.2000001000         6.1641081847         1.3379973082         3.2600775875         0.7099058138 
        0.2050001000         6.2747501179         1.3328994052         3.1272787938         0.7195138406 
        0.2100001000         6.3823576375         1.3430952112         3.3928763812         0.7355272187 
        0.2150001000         6.4868787056         1.3379973082         3.2600775875         0.7515405967 
        0.2200001000         6.5882627767         1.3481931142         3.5256751750         0.7643512991 
        0.2250001000         6.6864608225         1.3430952112         3.3928763812         0.7867700283 
        0.2300001000         6.7814253551         1.3558399686         3.7248733656         0.8059860819 
        0.2350001000         6.8731104506         1.3583889201         3.7912727624         0.8284048112 
        0.2400001000         6.9614717708         1.3685847260         4.0568703499         0.8540262160 
        0.2450001000         7.0464665851         1.3660357746         3.9904709531         0.8732422696 
        0.2500000000         7.1280521935         1.3660357746         3.9904709531         0.8828502964 
        0.2550001000         7.2061939327         1.3634868231         3.9240715562         0.9052690257 
        0.2600001000         7.2808492233         1.3711336775         4.1232697468         0.9148770525 
        0.2650000000         7.3519821727         1.3634868231         3.9240715562         0.9276877549 
        0.2700001000         7.4195625423         1.3838784350         4.4552667311         0.9629171865 
        0.2750001000         7.4835534902         1.3711336775         4.1232697468         0.9821332402 
        0.2800000000         7.5439242871         1.3889763379         4.5880655249         1.0013492938 
        0.2850001000         7.6006492505         1.3838784350         4.4552667311         1.0333760498 
        0.2900001000         7.6536974364         1.3940742409         4.7208643186         1.0461867522 
        0.2950001000         7.7030443621         1.3838784350         4.4552667311         1.0718081571 
        0.3000001000         7.7486661639         1.3915252894         4.6544649217         1.0974295619 
        0.3050001000         7.7905407796         1.3864273864         4.5216661280         1.1262536423 
        0.3100001000         7.8286479589         1.4042700468         4.9864619061         1.1486723716 
        0.3150001000         7.8629692734         1.3991721439         4.8536631124         1.1742937764 
        0.3200001000         7.8934881258         1.4017210954         4.9200625092         1.1839018032 
        0.3250001000         7.9201897574         1.3762315805         4.2560685405         1.1999151812 
        0.3300001000         7.9430612556         1.3991721439         4.8536631124         1.2255365860 
        0.3350001000         7.9620915597         1.3915252894         4.6544649217         1.2543606665 
        0.3400001000         7.9772714671         1.4144658528         5.2520594936         1.2799820713 
        0.3450001000         7.9885936368         1.3966231924         4.7872637155         1.3152115030 
        0.3500001000         7.9960525934         1.4170148043         5.3184588904         1.3376302322 
        0.3550001000         7.9996447300         1.4068189983         5.0528613030         1.3536436102 
        0.3600001000         7.9993683094         1.4144658528         5.2520594936         1.3792650150 
        0.3650001000         7.9952234653         1.4093679498         5.1192606998         1.4048864199 
        0.3700001000         7.9872122020         1.4017210954         4.9200625092         1.4305078247 
        0.3750000000         7.9753386699         1.4042700468         4.9864619061         1.4497238783 
        0.3800001000         7.9596077828         1.3991721439         4.8536631124         1.4785479588 
