           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2207455399         0.2057053315         0.7131084894 
        0.0050001000         0.4270620499         1.2181965884         0.1393059346         0.7131084894 
        0.0100001000         0.8528977295         1.2156476369         0.0729065378         0.7067031382 
        0.0150000000         1.2762928192         1.2130986854         0.0065071409         0.7099058138 
        0.0200001000         1.6960652292         1.2130986854         0.0065071409         0.7099058138 
        0.0250001000         2.1109926409         1.2130986854         0.0065071409         0.7099058138 
        0.0300000000         2.5198921572         1.2207455399         0.2057053315         0.7163111650 
        0.0350001000         2.9216220490         1.2130986854         0.0065071409         0.7067031382 
        0.0400001000         3.3150124239         1.2334902973         0.5377023158         0.7099058138 
        0.0450001000         3.6989495842         1.3125077934         2.5960836188         0.7259191919 
        0.0500001000         4.0723386802         1.2640777151         1.3344950783         0.7323245431 
        0.0550001000         4.4341149414         1.2768224726         1.6664920626         0.7291218675 
        0.0600001000         4.7832467130         1.2946651330         2.1312878407         0.7483379211 
        0.0650001000         5.1187383977         1.2819203755         1.7992908564         0.7611486235 
        0.0700001000         5.4396332947         1.2997630359         2.2640866345         0.7611486235 
        0.0750001000         5.7450163280         1.3048609389         2.3968854282         0.7739593259 
        0.0800001000         6.0340166558         1.2972140844         2.1976872376         0.7803646771 
        0.0850001000         6.3058101538         1.3150567448         2.6624830157         0.8059860819 
        0.0900001000         6.5596217655         1.3278015023         2.9944800000         0.8091887576 
        0.0950001000         6.7947277120         1.3074098904         2.4632848251         0.8155941088 
        0.1000001000         7.0104575565         1.3430952112         3.3928763812         0.8348101624 
        0.1050001000         7.2061961154         1.3227035993         2.8616812063         0.8572288916 
        0.1100614000         7.3834033785         1.3507420656         3.5920745718         0.8764449452 
        0.1150001000         7.5355252746         1.3379973082         3.2600775875         0.8860529720 
        0.1200001000         7.6681767473         1.3507420656         3.5920745718         0.9020663501 
        0.1250000000         7.7789593632         1.3532910171         3.6584739687         0.9180797281 
        0.1300001000         7.8675631882         1.3634868231         3.9240715562         0.9469038085 
        0.1350001000         7.9337295784         1.3532910171         3.6584739687         0.9597145109 
        0.1400000000         7.9772712021         1.3634868231         3.9240715562         0.9725252133 
        0.1450001000         7.9980658234         1.3711336775         4.1232697468         0.9981466182 
        0.1500001000         7.9960522145         1.3685847260         4.0568703499         1.0045519694 
        0.1550000000         7.9712374852         1.3634868231         3.9240715562         1.0301733742 
        0.1600001000         7.9236902283         1.3915252894         4.6544649217         1.0654028059 
        0.1650001000         7.8535482010         1.3864273864         4.5216661280         1.0750108327 
        0.1700001000         7.7610106991         1.3864273864         4.5216661280         1.0974295619 
        0.1750001000         7.6463416061         1.3762315805         4.2560685405         1.1198482911 
        0.1800001000         7.5098679166         1.3864273864         4.5216661280         1.1326589935 
        0.1850033000         7.3518709909         1.3787805320         4.3224679374         1.1582803984 
        0.1900001000         7.1731245113         1.3838784350         4.4552667311         1.1806991276 
        0.1950001000         6.9738150658         1.3787805320         4.3224679374         1.2095232080 
        0.2000001000         6.7546188259         1.3940742409         4.7208643186         1.2383472885 
        0.2050001000         6.5161608599         1.3864273864         4.5216661280         1.2575633421 
        0.2100001000         6.2591211635         1.4042700468         4.9864619061         1.2831847469 
        0.2150001000         5.9842327209         1.3762315805         4.2560685405         1.2959954493 
        0.2200001000         5.6922794142         1.3864273864         4.5216661280         1.3120088274 
        0.2250001000         5.3840937887         1.3966231924         4.7872637155         1.3504409346 
        0.2300001000         5.0605546779         1.3685847260         4.0568703499         1.3664543126 
        0.2350000000         4.7225915949         1.4068189983         5.0528613030         1.3952783931 
        0.2400001000         4.3711476180         1.3609378716         3.8576721593         1.4016837443 
        0.2450001000         4.0072456080         1.3864273864         4.5216661280         1.4305078247 
        0.2500000000         3.6319239979         1.3634868231         3.9240715562         1.4561292295 
        0.2550001000         3.2462302524         1.3634868231         3.9240715562         1.4625345807 
        0.2600001000         2.8512870468         1.3711336775         4.1232697468         1.4977640124 
        0.2650000000         2.4482211375         1.3634868231         3.9240715562         1.5105747148 
        0.2700001000         2.0381575434         1.3583889201         3.7912727624         1.5265880928 
        0.2750001000         1.6222899964         1.3354483567         3.1936781906         1.5426014708 
        0.2800000000         1.2018047130         1.3328994052         3.1272787938         1.5522094976 
        0.2850001000         0.7778754479         1.3227035993         2.8616812063         1.5746282269 
        0.2900001000         0.3517364108         1.3227035993         2.8616812063         1.5810335781 
        0.2950001000        -0.0754056511         1.3176056963         2.7288824125         1.5938442805 
        0.3000001000        -0.5023326834         1.3176056963         2.7288824125         1.6098576585 
        0.3050001000        -0.9278272448         1.2844693270         1.8656902532         1.6322763877 
        0.3100001000        -1.3506759791         1.2436861032         0.8032999033         1.6226683609 
        0.3150001000        -1.7696730747         1.2054518309        -0.1926910497         1.6290737121 
        0.3200001000        -2.1836237037         1.2003539280        -0.3254898435         1.6226683609 
        0.3250001000        -2.5913474289         1.2080007824        -0.1262916528         1.6226683609 
        0.3300001000        -2.9916815700         1.2105497339        -0.0598922560         1.6290737121 
        0.3350001000        -3.3834845189         1.2207455399         0.2057053315         1.6386817389 
        0.3400001000        -3.7656389956         1.2130986854         0.0065071409         1.6290737121 
        0.3450001000        -4.1370552340         1.1952560250        -0.4582886372         1.6194656853 
        0.3500001000        -4.4966740894         1.1009448200        -2.9150663214         1.6226683609 
        0.3550001000        -4.8434700592         1.1697665101        -1.1222826059         1.6098576585 
        0.3600000000        -5.1764476926         1.1468259468        -1.7198771777         1.6034523073 
        0.3650001000        -5.4946769823         1.1187874804        -2.4502705433         1.5842362537 
        0.3700001000        -5.7972309293         1.1366301408        -1.9854747652         1.5842362537 
        0.3750027000        -6.0833975612         1.1264343349        -2.2510723527         1.5714255513 
        0.3800001000        -6.3519283833         1.1085916745        -2.7158681308         1.5586148488 
        0.3850001000        -6.6024900942         1.1060427230        -2.7822675276         1.5393987952 
        0.3900000000        -6.8342194536         1.1187874804        -2.4502705433         1.5426014708 
        0.3950001000        -7.0464689647         1.1009448200        -2.9150663214         1.5105747148 
        0.4000001000        -7.2386200576         1.0932979656        -3.1142645120         1.5009666880 
        0.4050000000        -7.4101260082         1.0958469171        -3.0478651151         1.4913586612 
        0.4100001000        -7.5605073944         1.0932979656        -3.1142645120         1.4817506344 
        0.4150001000        -7.6893257322         1.1034937715        -2.8486669245         1.4753452831 
        0.4200001000        -7.7962168985         1.0627105477        -3.9110572744         1.4465212027 
        0.4250280000        -7.8812856206         1.0780042567        -3.5126608932         1.4241024735 
        0.4300001000        -7.9430618541         1.0678084507        -3.7782584807         1.4048864199 
        0.4350001000        -7.9825968949         1.0703574022        -3.7118590838         1.3856703662 
        0.4400001000        -7.9993684610         1.0601615963        -3.9774566713         1.3664543126 
        0.4450001000        -7.9933287259         1.0703574022        -3.7118590838         1.3632516370 
        0.4500001000        -7.9644949128         1.0576126448        -4.0438560681         1.3472382590 
        0.4550001000        -7.9129492452         1.0550636933        -4.1102554650         1.3248195298 
        0.4600001000        -7.8388387127         1.0601615963        -3.9774566713         1.3024008005 
        0.4650001000        -7.7423746518         1.0372210329        -4.5750512431         1.2735767201 
        0.4700001000        -7.6238321430         1.0576126448        -4.0438560681         1.2511579909 
        0.4750001000        -7.4835492265         1.0168294210        -5.1062464180         1.2255365860 
        0.4800001000        -7.3219259385         1.0525147418        -4.1766548619         1.2095232080 
        0.4850000000        -7.1394270250         1.0372210329        -4.5750512431         1.1935098300 
        0.4900001000        -6.9365613528         1.0448678873        -4.3758530525         1.1678884252 
        0.4950001000        -6.7139189753         1.0525147418        -4.1766548619         1.1454696960 
        0.5000000000        -6.4721359550         1.0372210329        -4.5750512431         1.1198482911 
        0.5050001000        -6.2118867176         1.0372210329        -4.5750512431         1.0974295619 
        0.5100001000        -5.9339284516         1.0295741784        -4.7742494337         1.0782135083 
        0.5150000000        -5.6390548315         1.0576126448        -4.0438560681         1.0654028059 
        0.5200001000        -5.3280885661         1.0448678873        -4.3758530525         1.0461867522 
        0.5250001000        -5.0019345827         1.0525147418        -4.1766548619         1.0269706986 
        0.5300000000        -4.6615238373         1.0346720814        -4.6414506400         0.9917412670 
        0.5350001000        -4.3078062471         1.0550636933        -4.1102554650         0.9789305646 
        0.5400001000        -3.9418112975         1.0576126448        -4.0438560681         0.9597145109 
        0.5450001000        -3.5645757300         1.0525147418        -4.1766548619         0.9244850793 
        0.5500001000        -3.1771752838         1.0576126448        -4.0438560681         0.9052690257 
        0.5550001000        -2.7807146845         1.0576126448        -4.0438560681         0.8860529720 
        0.5600001000        -2.3763244942         1.0601615963        -3.9774566713         0.8668369184 
