           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2207455399         0.2057053315         2.3464730474 
        0.0050000000         1.1272098555         1.2181965884         0.1393059346         2.3464730474 
        0.0100000000         2.2319288483         1.2207455399         0.2057053315         2.3496757230 
        0.0150000000         3.2921148688         1.2181965884         0.1393059346         2.3496757230 
        0.0200000000         4.2866143598         1.2080007824        -0.1262916528         2.3272569938 
        0.0250000000         5.1955843866         1.2080007824        -0.1262916528         2.3336623450 
        0.0300000000         6.0008885570         1.2054518309        -0.1926910497         2.3304596694 
        0.0350000000         6.6864588909         1.2258434428         0.3385041252         2.3272569938 
        0.0400000000         7.2386164197         1.3405462597         3.3264769844         2.3528783986 
        0.0450000000         7.6463441184         1.2564308607         1.1352968877         2.3528783986 
        0.0500000000         7.9015067248         1.3099588419         2.5296842219         2.3817024790 
        0.0550000000         7.9990130599         1.3227035993         2.8616812063         2.4009185327 
        0.0600000000         7.9369176105         1.3074098904         2.4632848251         2.4009185327 
        0.0650000000         7.7164593477         1.3354483567         3.1936781906         2.4073238839 
        0.0700000000         7.3420370055         1.3278015023         2.9944800000         2.4361479643 
        0.0750000000         6.8211213148         1.3328994052         3.1272787938         2.4425533155 
        0.0800000000         6.1641059422         1.3456441627         3.4592757781         2.4745800715 
        0.0850000000         5.3841001081         1.3430952112         3.3928763812         2.4745800715 
        0.0900000000         4.4966670228         1.3227035993         2.8616812063         2.5002014764 
        0.0950000000         3.5195133588         1.3532910171         3.6584739687         2.5226202056 
        0.1000000000         2.4721359550         1.3227035993         2.8616812063         2.5322282324 
        0.1050000000         1.3754328022         1.3354483567         3.1936781906         2.5514442860 
        0.1100000000         0.2512860726         1.3176056963         2.7288824125         2.5578496372 
        0.1150000000        -0.8778744887         1.3201546478         2.7952818094         2.5706603397 
        0.1200000000        -1.9895190973         1.2997630359         2.2640866345         2.5898763933 
        0.1250000000        -3.0614674589         1.2487840062         0.9360986971         2.6090924469 
        0.1300000000        -4.0723313260         1.2232944913         0.2721047284         2.6090924469 
        0.1350000000        -5.0019412507         1.2003539280        -0.3254898435         2.6026870957 
        0.1400000000        -5.8317490194         1.2156476369         0.0729065378         2.6026870957 
        0.1450000000        -6.5451977394         1.2130986854         0.0065071409         2.6058897713 
        0.1500000000        -7.1280521935         1.2105497339        -0.0598922560         2.6026870957 
        0.1550000000        -7.5686828706         1.2029028795        -0.2590904466         2.5962817445 
        0.1600000000        -7.8582980058         1.0576126448        -4.0438560681         2.5962817445 
        0.1650000000        -7.9911189997         1.1391790923        -1.9190753683         2.5674576641 
        0.1700000000        -7.9644957168         1.1213364319        -2.3838711464         2.5642549884 
        0.1750000000        -7.7789593632         1.0805532081        -3.4462614963         2.5386335836 
        0.1800001000        -7.4382035602         1.0780042567        -3.5126608932         2.5194175300 
        0.1850000000        -6.9490521155         1.0932979656        -3.1142645120         2.5034041520 
        0.1900000000        -6.3212400990         1.0729063537        -3.6454596869         2.4873907740 
        0.1950000000        -5.5673023727         1.0907490141        -3.1806639088         2.4649720447 
        0.2000000000        -4.7022820183         1.0576126448        -4.0438560681         2.4425533155 
        0.2050000000        -3.7434385141         1.0780042567        -3.5126608932         2.4297426131 
        0.2100001000        -2.7098820825         1.0780042567        -3.5126608932         2.4201345863 
        0.2150000000        -1.6222983629         1.1136895775        -2.5830693370         2.4105265595 
        0.2200000000        -0.5023241562         1.0932979656        -3.1142645120         2.3977158570 
        0.2250000000         0.6276727658         1.1264343349        -2.2510723527         2.3817024790 
        0.2300000000         1.7451459312         1.1340811893        -2.0518741621         2.3592837498 
        0.2350000000         2.8277987502         1.2029028795        -0.2590904466         2.3592837498 
        0.2400001000         3.8540492118         1.2156476369         0.0729065378         2.3496757230 
        0.2450000000         4.8033618026         1.2080007824        -0.1262916528         2.3528783986 
        0.2500000000         5.6568542495         1.2105497339        -0.0598922560         2.3624864254 
        0.2550000000         6.3974772679         1.2181965884         0.1393059346         2.3624864254 
        0.2600000000         7.0104534404         1.2105497339        -0.0598922560         2.3624864254 
        0.2650000000         7.4835522466         1.2513329577         1.0024980939         2.3528783986 
        0.2700000000         7.8073340955         1.3252525508         2.9280806031         2.3784998034 
        0.2750000000         7.9753386699         1.2717245696         1.5336932689         2.3913105058 
        0.2800000000         7.9842138274         1.3099588419         2.5296842219         2.4041212083 
        0.2850000000         7.8337824850         1.3354483567         3.1936781906         2.4169319107 
        0.2900001000         7.5270384894         1.3150567448         2.6624830157         2.4297426131 
        0.2952314000         7.0454817684         1.3558399686         3.7248733656         2.4553640179 
        0.3000000000         6.4721359550         1.3125077934         2.5960836188         2.4553640179 
        0.3050000000         5.7450103821         1.3430952112         3.3928763812         2.4777827471 
        0.3100000000         4.9032564292         1.3354483567         3.1936781906         2.5034041520 
        0.3150000000         3.9636693475         1.3354483567         3.1936781906         2.5098095032 
        0.3200000000         2.9449964215         1.3227035993         2.8616812063         2.5258228812 
        0.3250000000         1.8675629108         1.3405462597         3.3264769844         2.5418362592 
        0.3300000000         0.7528665065         1.3150567448         2.6624830157         2.5514442860 
        0.3350000000        -0.3768516057         1.3201546478         2.7952818094         2.5802683665 
        0.3400000000        -1.4990505167         1.3125077934         2.5960836188         2.5834710421 
        0.3450000000        -2.5913393456         1.2538819092         1.0688974908         2.5962817445 
        0.3500001000        -3.6319441493         1.2105497339        -0.0598922560         2.5994844201 
        0.3550001000        -4.6000605228         1.2054518309        -0.1926910497         2.5962817445 
        0.3600000000        -5.4763768474         1.2156476369         0.0729065378         2.5962817445 
        0.3650000000        -6.2434432587         1.2156476369         0.0729065378         2.5962817445 
        0.3700000000        -6.8859362160         1.2080007824        -0.1262916528         2.5962817445 
        0.3750000000        -7.3910362601         1.2029028795        -0.2590904466         2.5834710421 
        0.3800000000        -7.7486652890         1.0729063537        -3.6454596869         2.5834710421 
        0.3850000000        -7.9516876436         1.1366301408        -1.9854747652         2.5706603397 
        0.3900000000        -7.9960524829         1.1162385289        -2.5166699401         2.5610523128 
        0.3950000000        -7.8808746092         1.1085916745        -2.7158681308         2.5450389348 
        0.4000000000        -7.6084521304         1.0831021596        -3.3798620994         2.5194175300 
        0.4050000000        -7.1842206061         1.0983958685        -2.9814657182         2.5066068276 
        0.4100000000        -6.6166445942         1.0703574022        -3.7118590838         2.4841880984 
        0.4150001000        -5.9170335364         1.0958469171        -3.0478651151         2.4777827471 
        0.4200001000        -5.0993744891         1.0652594992        -3.8446578775         2.4521613423 
        0.4250000000        -4.1799885177         1.0958469171        -3.0478651151         2.4521613423 
        0.4300000000        -3.1771831251         1.0780042567        -3.5126608932         2.4233372619 
        0.4350000000        -2.1109843997         1.1187874804        -2.4502705433         2.4169319107 
