           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2207455399         0.2057053315         0.6074201945 
        0.0050000000         0.3266348168         1.2130986854         0.0065071409         0.6010148433 
        0.0100000000         0.6527248925         1.2080007824        -0.1262916528         0.5882041409 
        0.0150000000         0.9777263995         1.2130986854         0.0065071409         0.5978121677 
        0.0200000000         1.3010973216         1.2130986854         0.0065071409         0.5978121677 
        0.0250000000         1.6222983629         1.2130986854         0.0065071409         0.5978121677 
        0.0300000000         1.9407938464         1.2130986854         0.0065071409         0.5978121677 
        0.0350028000         2.2562281470         1.2181965884         0.1393059346         0.6074201945 
        0.0400000000         2.5675488785         1.2080007824        -0.1262916528         0.5882041409 
        0.0450000000         2.8747631680         1.2283923943         0.4049035221         0.6074201945 
        0.0500000000         3.1771831251         1.2972140844         2.1976872376         0.6010148433 
        0.0550000000         3.4743043943         1.2615287636         1.2680956814         0.6202308969 
        0.0600000000         3.7656314573         1.2870182785         1.9320896501         0.6266362481 
        0.0650000000         4.0506784588         1.2742735211         1.6000926658         0.6202308969 
        0.0700000000         4.3289700170         1.2870182785         1.9320896501         0.6490549774 
        0.0750000000         4.6000420163         1.2895672300         1.9984890470         0.6554603286 
        0.0800000000         4.8634423816         1.3048609389         2.3968854282         0.6586630042 
        0.0850000000         5.1187318316         1.2895672300         1.9984890470         0.6650683554 
        0.0900000000         5.3654846123         1.3099588419         2.5296842219         0.6842844090 
        0.0950000000         5.6032892063         1.3074098904         2.4632848251         0.6906897602 
        0.1000000000         5.8317490194         1.3150567448         2.6624830157         0.7131084894 
        0.1050000000         6.0504830420         1.3074098904         2.4632848251         0.7099058138 
        0.1100000000         6.2591264846         1.3252525508         2.9280806031         0.7323245431 
        0.1150000000         6.4573313860         1.3252525508         2.9280806031         0.7579459479 
        0.1200000000         6.6447671936         1.3354483567         3.1936781906         0.7515405967 
        0.1250000000         6.8211213148         1.3379973082         3.2600775875         0.7739593259 
