           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2054518309        -0.1926910497         1.1198482911 
        0.0050000000         0.6276727677         1.2207455399         0.2057053315         1.1358616691 
        0.0100000000         1.2514757222         1.2156476369         0.0729065378         1.1262536423 
        0.0150000000         1.8675629108         1.2130986854         0.0065071409         1.1262536423 
        0.0200000000         2.4721359568         1.2054518309        -0.1926910497         1.1166456155 
        0.0250000000         3.0614674607         1.2130986854         0.0065071409         1.1262536423 
        0.0300000000         3.6319239979         1.2130986854         0.0065071409         1.1262536423 
        0.0350000000         4.1799885193         1.2232944913         0.2721047284         1.1326589935 
        0.0400000000         4.7022820199         1.2640777151         1.3344950783         1.1262536423 
        0.0450000000         5.1955843866         1.3023119874         2.3304860313         1.1422670204 
        0.0500000000         5.6568542508         1.2640777151         1.3344950783         1.1486723716 
        0.0550000000         6.0832477260         1.2819203755         1.7992908564         1.1614830740 
        0.0600000000         6.4721359550         1.3048609389         2.3968854282         1.1550777228 
        0.0650000000         6.8211213158         1.2972140844         2.1976872376         1.1839018032 
        0.0700000000         7.1280521944         1.3150567448         2.6624830157         1.1967125056 
        0.0750000000         7.3910362601         1.3023119874         2.3304860313         1.2031178568 
        0.0800000000         7.6084521309         1.3278015023         2.9944800000         1.2223339104 
        0.0850000000         7.7789593636         1.3278015023         2.9944800000         1.2447526397 
        0.0900000000         7.9015067248         1.3379973082         3.2600775875         1.2383472885 
        0.0950000000         7.9753386700         1.3227035993         2.8616812063         1.2639686933 
        0.1000000000         8.0000000000         1.3711336775         4.1232697468         1.2863874225 
        0.1050000000         7.9753386699         1.3379973082         3.2600775875         1.3024008005 
        0.1100000000         7.9015067245         1.3660357746         3.9904709531         1.3152115030 
        0.1150000000         7.7789593627         1.3532910171         3.6584739687         1.3472382590 
        0.1200000000         7.6084521298         1.3685847260         4.0568703499         1.3504409346 
        0.1250000000         7.3910362601         1.3609378716         3.8576721593         1.3664543126 
        0.1300000000         7.1280521927         1.3685847260         4.0568703499         1.3984810687 
        0.1350000000         6.8211213139         1.3634868231         3.9240715562         1.4144944467 
        0.1400000000         6.4721359550         1.3558399686         3.7248733656         1.4241024735 
