           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2105497339        -0.0598922560         0.6586630042 
        0.0050001000         0.4019625767         1.2080007824        -0.1262916528         0.6522576530 
        0.0100000000         0.8028937188         1.2080007824        -0.1262916528         0.6522576530 
        0.0150015000         1.2019239806         1.2054518309        -0.1926910497         0.6522576530 
        0.0200001000         1.5976877235         1.2054518309        -0.1926910497         0.6490549774 
        0.0250000000         1.9895190973         1.2080007824        -0.1262916528         0.6490549774 
        0.0300000000         2.3763326526         1.2130986854         0.0065071409         0.6618656798 
        0.0350000000         2.7571433854         1.2130986854         0.0065071409         0.6586630042 
        0.0400000000         3.1309893347         1.2309413458         0.4713029190         0.6554603286 
        0.0450000000         3.4969261332         1.2972140844         2.1976872376         0.6586630042 
        0.0500000000         3.8540293928         1.2462350547         0.8696993002         0.6618656798 
        0.0550000000         4.2013970397         1.2742735211         1.6000926658         0.6906897602 
        0.0600000000         4.5381515930         1.2946651330         2.1312878407         0.6970951114 
        0.0650016000         4.8635445511         1.2793714240         1.7328914595         0.7067031382 
        0.0700000000         5.1764476926         1.3048609389         2.3968854282         0.7099058138 
        0.0750000000         5.4763768474         1.2946651330         2.1312878407         0.7195138406 
        0.0800000000         5.7624721991         1.3099588419         2.5296842219         0.7387298943 
        0.0850001000         6.0340163258         1.3048609389         2.3968854282         0.7419325699 
        0.0900000000         6.2903074571         1.3176056963         2.7288824125         0.7579459479 
        0.0950000000         6.5307140057         1.3227035993         2.8616812063         0.7739593259 
        0.1000001000         6.7546277128         1.3278015023         2.9944800000         0.7931753795 
        0.1050000000         6.9614700374         1.3379973082         3.2600775875         0.8091887576 
        0.1100000000         7.1507313932         1.3507420656         3.5920745718         0.8219994600 
        0.1150001000         7.3219326209         1.3303504538         3.0608793969         0.8316074868 
        0.1200000000         7.4746315397         1.3405462597         3.3264769844         0.8412155136 
        0.1250000000         7.6084521304         1.3379973082         3.2600775875         0.8540262160 
        0.1300001000         7.7230552082         1.3558399686         3.7248733656         0.8860529720 
        0.1350344000         7.8187310625         1.3532910171         3.6584739687         0.9020663501 
        0.1400000000         7.8934875537         1.3711336775         4.1232697468         0.9308904305 
        0.1450001000         7.9488913917         1.3532910171         3.6584739687         0.9276877549 
        0.1500000000         7.9842138274         1.3660357746         3.9904709531         0.9501064841 
        0.1550000000         7.9993683536         1.3660357746         3.9904709531         0.9757278890 
        0.1600000000         7.9943157811         1.3736826290         4.1896691437         0.9949439426 
        0.1650000000         7.9690688731         1.3762315805         4.2560685405         1.0173626718 
        0.1700000000         7.9236914056         1.3813294835         4.3888673343         1.0429840766 
        0.1750000000         7.8582980058         1.3864273864         4.5216661280         1.0686054815 
        0.1800001000         7.7730519615         1.4042700468         4.9864619061         1.0910242107 
        0.1850000000         7.6681743121         1.3787805320         4.3224679374         1.1038349131 
        0.1900000000         7.5439242871         1.3889763379         4.5880655249         1.1230509667 
        0.1950000000         7.4006176547         1.3940742409         4.7208643186         1.1518750472 
        0.2000000000         7.2386164197         1.3991721439         4.8536631124         1.1839018032 
        0.2050532000         7.0563148490         1.3889763379         4.5880655249         1.1935098300 
        0.2100001000         6.8602091127         1.3787805320         4.3224679374         1.2223339104 
        0.2150000000         6.6447671936         1.3966231924         4.7872637155         1.2351446129 
        0.2200000000         6.4125358790         1.3864273864         4.5216661280         1.2607660177 
